"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ALUWDMS4","journalArticle","2024","Zahid, Ismail; Hussain, Ijaz","Multi-Agent AI Collaboration: Advancing Software Engineering with Autonomous LLMs","","","","","https://www.researchgate.net/profile/Ijaz-Hussain-23/publication/388835227_Multi-Agent_AI_Collaboration_Advancing_Software_Engineering_with_Autonomous_LLMs/links/67a8fabd645ef274a478ae49/Multi-Agent-AI-Collaboration-Advancing-Software-Engineering-with-Autonomous-LLMs.pdf","The integration of multi-agent AI systems into software engineering is transforming traditional development workflows. Large Language Models (LLMs), when used collaboratively, enhance automation, streamline coding processes, and improve overall software quality. This paper explores the role of autonomous LLMs in multi-agent AI collaboration, focusing on their impact on code generation, debugging, project management, and software lifecycle optimization. Multiagent AI collaboration leverages distributed problem-solving, where multiple LLMs specialize in different aspects of software development. By automating repetitive tasks, such as writing boilerplate code and generating documentation, these AI agents reduce developer workload and enhance productivity. Additionally, they assist in identifying code inefficiencies, detecting security vulnerabilities, and refining algorithms with minimal human intervention. One of the key challenges in AI-driven software engineering is ensuring seamless communication and coordination among multiple agents. This paper examines techniques for optimizing multi-agent interactions, including reinforcement learning, agent-based task delegation, and contextual awareness. The research also highlights the ethical and practical considerations of AI in software engineering. While multi-agent LLMs offer significant advantages, challenges such as AI bias, hallucinations, and reliability must be addressed to ensure responsible AI adoption. By integrating explainability frameworks and human oversight mechanisms, organizations can leverage AI collaboration while maintaining accountability and transparency. This study concludes that multiagent AI systems are poised to revolutionize software engineering by enhancing automation, reducing development time, and improving software robustness.","2024","2025-05-22 20:00:52","2025-05-26 13:26:06","2025-05-22 20:00:34","","","","","","","Multi-Agent AI Collaboration","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGRMMQRT","journalArticle","2025","Akinboyewa, Temitope; Li, Zhenlong; Ning, Huan; Lessani, M. Naser","GIS Copilot: towards an autonomous GIS agent for spatial analysis","International Journal of Digital Earth","","1753-8947, 1753-8955","10.1080/17538947.2025.2497489","https://www.tandfonline.com/doi/full/10.1080/17538947.2025.2497489","Recent advancements in generative artificial intelligence (AI), particularly Large Language Models (LLMs), offer promising capabilities for spatial analysis. However, their integration with established GIS platforms remains underexplored. In this study, we propose a framework that embeds LLMs into existing GIS platforms, using QGIS as a case study. Our approach leverages LLMs’ reasoning and coding abilities to autonomously generate spatial analysis workflows through an informed agent equipped with comprehensive documentation of key GIS tools and parameters. External tools such as GeoPandas are also incorporated to enhance the system's geoprocessing capabilities. Based on this framework, we developed a ‘GIS Copilot’ that enables users to interact with QGIS using natural language. We evaluated the copilot across over 100 tasks of varying complexity including basic (single tool/layer), intermediate (multistep with guidance), and advanced (multistep without guidance). Results show high success rates for basic and intermediate tasks, with challenges remaining in fully autonomous execution of advanced tasks. The GIS Copilot advances the vision of autonomous GIS by enabling non-experts to perform geospatial analysis with minimal prior knowledge. While full autonomy is not yet achieved, the copilot demonstrates significant potential for simplifying GIS workflows and enhancing decision-making processes.","2025-12-31","2025-05-22 20:00:52","2025-05-26 13:25:03","2025-05-22 20:00:34","2497489","","1","18","","International Journal of Digital Earth","GIS Copilot","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ksoares/Zotero/storage/96YVLN4N/Akinboyewa et al. - 2025 - GIS Copilot towards an autonomous GIS agent for spatial analysis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWD5AIZV","conferencePaper","2024","Ranga, Sriram; Mao, Rui; Bhattacharjee, Debjyoti; Cambria, Erik; Chattopadhyay, Anupam","RTL Agent: An Agent-Based Approach for Functionally Correct HDL Generation via LLMs","2024 IEEE 33rd Asian Test Symposium (ATS)","","","","https://ieeexplore.ieee.org/abstract/document/10915277/","LLMs as code generators have undergone rapid progress over the past couple of years. However, the models on their own provide no guarantees for the functional correctness of the generated code. Functional tests can not only be used by designers to assess the functional correctness of code, but also to guide them towards the solution of the problem. The same can be applied to LLMs performing automatic code generation through the use of the Reflexion technique. Reflexion is an agent-based workflow where the model generating code iterates over a loop of code generation, getting feedback from the test bench, reflecting on the feedback, and making appropriate changes to the code. The technique is known to drastically improve the performance of LLMs on software code generation. In this work, we adopt the technique for hardware description language (HDL) code generation as RTL Agent - an implementation of the workflow for Verilog generation with Reflexion. We compare multiple LLMs with standard inference vs with Reflexion on the VerilogEval benchmark. Within 5 iterations of the feedback loop, we observe a relative improvement of 33.2% for the low-performance model Llama3 and an average of 17.7% for the high-performance models GPT-4o and GPT-4o-mini in their Pass@1 performance. We present a cost analysis of the technique to enable cost-performance trade-offs.","2024","2025-05-22 20:00:52","2025-05-26 13:27:11","2025-05-22 20:00:36","1–6","","","","","","RTL Agent","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIAHZ3NW","preprint","2025","Li, Bingxuan; Wang, Yiwei; Gu, Jiuxiang; Chang, Kai-Wei; Peng, Nanyun","METAL: A Multi-Agent Framework for Chart Generation with Test-Time Scaling","","","","10.48550/arXiv.2502.17651","http://arxiv.org/abs/2502.17651","Chart generation aims to generate code to produce charts satisfying the desired visual properties, e.g., texts, layout, color, and type. It has great potential to empower the automatic professional report generation in financial analysis, research presentation, education, and healthcare. In this work, we build a vision-language model (VLM) based multi-agent framework for effective automatic chart generation. Generating high-quality charts requires both strong visual design skills and precise coding capabilities that embed the desired visual properties into code. Such a complex multi-modal reasoning process is difficult for direct prompting of VLMs. To resolve these challenges, we propose METAL, a multi-agent framework that decomposes the task of chart generation into the iterative collaboration among specialized agents. METAL achieves 5.2% improvement over the current best result in the chart generation task. The METAL framework exhibits the phenomenon of test-time scaling: its performance increases monotonically as the logarithmic computational budget grows from 512 to 8192 tokens. In addition, we find that separating different modalities during the critique process of METAL boosts the self-correction capability of VLMs in the multimodal context.","2025-03-06","2025-05-22 20:00:52","2025-05-22 20:00:53","2025-05-22 20:00:38","","","","","","","METAL","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2502.17651 [cs]","","/Users/ksoares/Zotero/storage/NMTUT25K/Li et al. - 2025 - METAL A Multi-Agent Framework for Chart Generation with Test-Time Scaling.pdf; /Users/ksoares/Zotero/storage/IWCJ5MPL/2502.html","","","Computer Science - Computation and Language; Computer Science - Artificial Intelligence; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2502.17651","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"US7DTKAU","conferencePaper","2024","Vallecillos Ruiz, Fernando","Agent-Driven Automatic Software Improvement","Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering","979-8-4007-1701-7","","10.1145/3661167.3661171","https://dl.acm.org/doi/10.1145/3661167.3661171","With software maintenance accounting for 50% of the cost of developing software, enhancing code quality and reliability has become more critical than ever. In response to this challenge, this doctoral research proposal aims to explore innovative solutions by focusing on the deployment of agents powered by Large Language Models (LLMs) to perform software maintenance tasks. The iterative nature of agents, which allows for continuous learning and adaptation, can help surpass common challenges in code generation. One distinct challenge is the last-mile problems, errors at the final stage of producing functionally and contextually relevant code. Furthermore, this project aims to surpass the inherent limitations of current LLMs in source code through a collaborative framework where agents can correct and learn from each other’s errors. We aim to use the iterative feedback in these systems to further fine-tune the LLMs underlying the agents, becoming better aligned to the task of automated software improvement. Our main goal is to achieve a leap forward in the field of automatic software improvement by developing new tools and frameworks that can enhance the efficiency and reliability of software development.","2024-06-18","2025-05-22 20:00:52","2025-05-26 13:19:58","2025-05-22 20:00:40","470-475","","","","","","","","","","","ACM","Salerno Italy","en","","","","","DOI.org (Crossref)","","","","/Users/ksoares/Zotero/storage/HG84XDYZ/Vallecillos Ruiz - 2024 - Agent-Driven Automatic Software Improvement.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EASE 2024: 28th International Conference on Evaluation and Assessment in Software Engineering","","","","","","","","","","","","","","",""
"49H7P5WN","journalArticle","2025","Nasir, Waseem; Kallinteris, Nikoletta","From Code Generation to AI Collaboration: The Role of Multi-Agent Systems in Software Engineering","","","","","https://www.researchgate.net/profile/Nikoletta-Kallinteris/publication/388835330_From_Code_Generation_to_AI_Collaboration_The_Role_of_Multi-Agent_Systems_in_Software_Engineering/links/67a900d9207c0c20fa81a501/From-Code-Generation-to-AI-Collaboration-The-Role-of-Multi-Agent-Systems-in-Software-Engineering.pdf","The integration of multi-agent systems (MAS) in software engineering is revolutionizing the way developers interact with artificial intelligence, shifting from simple code generation to sophisticated AI-driven collaboration. Multi-agent systems, powered by large language models (LLMs), enable distributed problem-solving, automated workflow optimization, and enhanced decision-making in software development. These AI agents operate autonomously, coordinating tasks such as debugging, documentation, and requirement analysis while seamlessly integrating with human developers. By leveraging reinforcement learning, knowledge representation, and adaptive learning mechanisms, MAS enhances productivity and reduces cognitive load in complex software projects. This study explores the role of multi-agent AI systems in software engineering, analyzing their impact on development efficiency, code quality, and team collaboration. We investigate various AI-driven frameworks, contrasting their capabilities with traditional software engineering methodologies. Our findings indicate that MAS fosters a more dynamic and intelligent software development process, facilitating real-time issue resolution and adaptive coding strategies. However, challenges such as model interpretability, AI bias, and ethical concerns must be addressed to ensure responsible deployment.","2025","2025-05-22 20:00:52","2025-05-26 13:24:44","2025-05-22 20:00:40","","","","","","","From Code Generation to AI Collaboration","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKA6XLQJ","conferencePaper","2024","Chen, John; Lu, Xi; Du, Yuzhou; Rejtig, Michael; Bagley, Ruth; Horn, Mike; Wilensky, Uri","Learning Agent-based Modeling with LLM Companions: Experiences of Novices and Experts Using ChatGPT & NetLogo Chat","Proceedings of the CHI Conference on Human Factors in Computing Systems","979-8-4007-0330-0","","10.1145/3613904.3642377","https://dl.acm.org/doi/10.1145/3613904.3642377","Large Language Models (LLMs) have the potential to fundamentally change the way people engage in computer programming. Agent-based modeling (ABM) has become ubiquitous in natural and social sciences and education, yet no prior studies have explored the potential of LLMs to assist it. We designed NetLogo Chat to support the learning and practice of NetLogo, a programming language for ABM. To understand how users perceive, use, and need LLM-based interfaces, we interviewed 30 participants from global academia, industry, and graduate schools. Experts reported more perceived benefits than novices and were more inclined to adopt LLMs in their workflow. We found significant differences between experts and novices in their perceptions, behaviors, and needs for human-AI collaboration. We surfaced a knowledge gap between experts and novices as a possible reason for the benefit gap. We identified guidance, personalization, and integration as major needs for LLM-based interfaces to support the programming of ABM.","2024-05-11","2025-05-22 20:00:52","2025-05-26 13:25:33","2025-05-22 20:00:44","1-18","","","","","","Learning Agent-based Modeling with LLM Companions","","","","","ACM","Honolulu HI USA","en","","","","","DOI.org (Crossref)","","","","/Users/ksoares/Zotero/storage/5B2K5EDS/Chen et al. - 2024 - Learning Agent-based Modeling with LLM Companions Experiences of Novices and Experts Using ChatGPT.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHI '24: CHI Conference on Human Factors in Computing Systems","","","","","","","","","","","","","","",""
"DA5C9M8V","conferencePaper","2025","Rajendran, Vasanth; Besiahgari, Dinesh; Patil, Sachin C.; Chandrashekaraiah, Manjunath; Challagulla, Vishnu","A Multi-Agent LLM Environment for Software Design and Refactoring: A Conceptual Framework","SoutheastCon 2025","","","","https://ieeexplore.ieee.org/abstract/document/10971563/","Modern software systems demand continuous evolution to maintain performance, scalability, and security. Traditional single-agent AI-driven code refactoring approaches are often limited in addressing the multi-faceted constraints (e.g., performance, security, maintainability) that emerge during complex software design tasks. In this paper, we propose a novel Multi-Agent Large Language Model (LLM) Environment for automated software design and refactoring. Our conceptual framework comprises specialized LLM “experts,” each trained or fine-tuned on a different aspect of software engineering (performance optimization, security hardening, UI/UX, maintainability). These agents collaborate in a cooperative or competitive fashion-using coordination protocols akin to consensus or auction mechanisms-to synthesize design insights and refactoring recommendations. We present formal definitions of agent interactions (including mathematical notation for termination conditions), a sequence diagram demonstrating agent collaboration, a complexity analysis of the coordination mechanism, and an expanded reference list. Preliminary experimental design is outlined to demonstrate how multi-agent interactions may resolve conflicting design goals more effectively than a single-agent approach. Our aim is to provide a roadmap for integrating multi-agent LLMs into the software development lifecycle, thereby improving development efficiency, reducing technical debt, and enhancing software quality.","2025","2025-05-22 20:00:52","2025-05-26 13:19:23","2025-05-22 20:00:46","488–493","","","","","","A Multi-Agent LLM Environment for Software Design and Refactoring","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EX276C7Y","journalArticle","2024","Abbas, Ghulam; Wahab, Abdul","AI-Driven Agile Development: How Multi-Agent LLMs Optimize Engineering Workflows","","","","","https://www.researchgate.net/profile/Abdul-Wahab-207/publication/388834911_AI-Driven_Agile_Development_How_Multi-Agent_LLMs_Optimize_Engineering_Workflows/links/67a8f79c645ef274a478ad7c/AI-Driven-Agile-Development-How-Multi-Agent-LLMs-Optimize-Engineering-Workflows.pdf","AI-driven Agile development is transforming engineering workflows by integrating multi-agent Large Language Models (LLMs) to enhance collaboration, automation, and decision-making. Traditional Agile methodologies rely on iterative development, rapid feedback, and continuous improvement, but AI-powered multi-agent systems optimize these processes by automating repetitive tasks, analyzing vast datasets, and providing intelligent recommendations. Multi-agent LLMs function as autonomous entities capable of handling various aspects of software development, including code generation, bug detection, requirement analysis, and project management. By leveraging these AI-driven agents, teams can accelerate development cycles, reduce human errors, and improve overall software quality. These models also facilitate real-time collaboration by processing vast amounts of information, summarizing key insights, and optimizing sprint planning. One of the critical advantages of AI-driven Agile development is enhanced efficiency. Automated backlog prioritization, intelligent risk assessment, and real-time code reviews allow engineering teams to focus on innovation rather than manual administrative tasks. Multi-agent systems improve workflow coordination by distributing workloads dynamically based on project demands and developer expertise, ensuring optimal resource allocation. Despite these benefits, integrating AI-driven multi-agent LLMs into Agile development presents challenges, including ethical considerations, data security risks, and maintaining human oversight. Ensuring transparency, interpretability, and ethical AI usage is essential for successful implementation. Moreover, AI models require continuous updates to adapt to evolving development needs and maintain accuracy in recommendations.","2024","2025-05-22 20:00:52","2025-05-26 13:20:25","2025-05-22 20:00:50","","","","","","","AI-Driven Agile Development","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56GXX6J5","conferencePaper","2024","Garlapati, Anusha; Parmesh, MNV Satya Sai Muni","AI-Powered Multi-Agent Framework for Automated Unit Test Case Generation: Enhancing Software Quality through LLM’s","2024 5th IEEE Global Conference for Advancement in Technology (GCAT)","","","","https://ieeexplore.ieee.org/abstract/document/10923987/","Recent years have witnessed an enormous rise in the design, repair and the enhancement of software automation tests. The reliability of program’s unit testing has major impact on its overall performance. The anticipated influence of Artificial Intelligence advancements on test automation methodologies are significant. Many studies on automated testing implicitly assume that the test results are deterministic, means that similar tests faults remain same. The precision of software is largely ensured by unit testing. But writing unit tests manually is a time-consuming process, which leads us to drive into ""Automation Analysis"". Recent years comprised the application of Large Language Models (LLM’s) in numerous fields related to software development, especially the automated creation of unit testing.However, these frameworks require more instructions, or few shot learnings on sample tests that already exist. This research provides a comprehensive empirical assessment of the efficiency of LLM’s for automating unit testing production, with no need for further manual analysis. The method we employ is put into practice for test cases, an adaptable Agents and LLM-based testing framework that evaluates test cases generated, by reviewing and re-writing them in different phases. Evaluation of this test cases was done by using mistral-large LLM Model. The analysis results that developed acquired an overall coverage of 100% for code given. Finally, to enhance the typical evaluation, this research suggests and concludes that LLMs, can be successfully incorporated into present practices, through adaptative instructions and improvements.","2024","2025-05-22 20:00:52","2025-05-26 13:20:48","2025-05-22 20:00:52","1–5","","","","","","AI-Powered Multi-Agent Framework for Automated Unit Test Case Generation","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8YN6PAG","preprint","2025","Pan, Ruwei; Zhang, Hongyu; Liu, Chao","CodeCoR: An LLM-Based Self-Reflective Multi-Agent Framework for Code Generation","","","","10.48550/arXiv.2501.07811","http://arxiv.org/abs/2501.07811","Code generation aims to produce code that fulfills requirements written in natural languages automatically. Large language Models (LLMs) like ChatGPT have demonstrated promising effectiveness in this area. Nonetheless, these LLMs often fail to ensure the syntactic and semantic correctness of the generated code. Recently, researchers proposed multi-agent frameworks that guide LLMs with different prompts to analyze programming tasks, generate code, perform testing in a sequential workflow. However, the performance of the workflow is not robust as the code generation depends on the performance of each agent. To address this challenge, we propose CodeCoR, a self-reflective multi-agent framework that evaluates the effectiveness of each agent and their collaborations. Specifically, for a given task description, four agents in CodeCoR generate prompts, code, test cases, and repair advice, respectively. Each agent generates more than one output and prunes away the low-quality ones. The generated code is tested in the local environment: the code that fails to pass the generated test cases is sent to the repair agent and the coding agent re-generates the code based on repair advice. Finally, the code that passes the most number of generated test cases is returned to users. Our experiments on four widely used datasets, HumanEval, HumanEval-ET, MBPP, and MBPP-ET, demonstrate that CodeCoR significantly outperforms existing baselines (e.g., CodeCoT and MapCoder), achieving an average Pass@1 score of 77.8%.","2025-01-14","2025-05-22 20:02:37","2025-05-22 20:02:37","2025-05-22 20:02:00","","","","","","","CodeCoR","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2501.07811 [cs]","","/Users/ksoares/Zotero/storage/AXZK53PG/Pan et al. - 2025 - CodeCoR An LLM-Based Self-Reflective Multi-Agent Framework for Code Generation.pdf; /Users/ksoares/Zotero/storage/D7HUPZM4/2501.html","","","Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2501.07811","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZT82VVAA","preprint","2025","Wang, Xiao; Dong, Lu; Rangasrinivasan, Sahana; Nwogu, Ifeoma; Setlur, Srirangaraj; Govindaraju, Venugopal","AutoMisty: A Multi-Agent LLM Framework for Automated Code Generation in the Misty Social Robot","","","","10.48550/arXiv.2503.06791","http://arxiv.org/abs/2503.06791","The social robot's open API allows users to customize open-domain interactions. However, it remains inaccessible to those without programming experience. In this work, we introduce AutoMisty, the first multi-agent collaboration framework powered by large language models (LLMs), to enable the seamless generation of executable Misty robot code from natural language instructions. AutoMisty incorporates four specialized agent modules to manage task decomposition, assignment, problem-solving, and result synthesis. Each agent incorporates a two-layer optimization mechanism, with self-reflection for iterative refinement and human-in-the-loop for better alignment with user preferences. AutoMisty ensures a transparent reasoning process, allowing users to iteratively refine tasks through natural language feedback for precise execution. To evaluate AutoMisty's effectiveness, we designed a benchmark task set spanning four levels of complexity and conducted experiments in a real Misty robot environment. Extensive evaluations demonstrate that AutoMisty not only consistently generates high-quality code but also enables precise code control, significantly outperforming direct reasoning with ChatGPT-4o and ChatGPT-o1. All code, optimized APIs, and experimental videos will be publicly released through the webpage: https://wangxiaoshawn.github.io/AutoMisty.html","2025-03-09","2025-05-22 20:02:37","2025-05-22 20:02:37","2025-05-22 20:02:03","","","","","","","AutoMisty","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2503.06791 [cs]","","/Users/ksoares/Zotero/storage/7DJ5LCLC/Wang et al. - 2025 - AutoMisty A Multi-Agent LLM Framework for Automated Code Generation in the Misty Social Robot.pdf; /Users/ksoares/Zotero/storage/A942C7LC/2503.html","","","Computer Science - Artificial Intelligence; Computer Science - Multiagent Systems; Computer Science - Human-Computer Interaction; Computer Science - Robotics","","","","","","","","","","","","","","","","","","","arXiv:2503.06791","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67WZF8NB","journalArticle","2024","Tao, Wei; Zhou, Yucheng; Wang, Yanlin; Zhang, Wenqiang; Zhang, Hongyu; Cheng, Yu","Magis: Llm-based multi-agent framework for github issue resolution","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper_files/paper/2024/hash/5d1f02132ef51602adf07000ca5b6138-Abstract-Conference.html","In software development, resolving the emergent issues within GitHub repositories is a complex challenge that involves not only the incorporation of new code but also the maintenance of existing code.Large Language Models (LLMs) have shown promise in code generation but face difficulties in resolving Github issues, particularly at the repository level. To overcome this challenge, we empirically study the reason why LLMs fail to resolve GitHub issues and analyze the major factors. Motivated by the empirical findings, we propose a novel LLM-based Multi-Agent framework for GitHub Issue reSolution, MAGIS, consisting of four agents customized for software evolution: Manager, Repository Custodian, Developer, and Quality Assurance Engineer agents. This framework leverages the collaboration of various agents in the planning and coding process to unlock the potential of LLMs to resolve GitHub issues. In experiments, we employ the SWE-bench benchmark to compare MAGIS with popular LLMs, including GPT-3.5, GPT-4, and Claude-2. MAGIS can resolve 13.94% GitHub issues, significantly outperforming the baselines.Specifically, MAGIS achieves an eight-fold increase in resolved ratio over the direct application of GPT-4, the advanced LLM.","2024","2025-05-22 20:02:37","2025-05-26 13:25:43","2025-05-22 20:02:07","51963–51993","","","37","","","Magis","","","","","","","","","","","","Google Scholar","","","","/Users/ksoares/Zotero/storage/PP2XNZ77/Tao et al. - 2024 - Magis Llm-based multi-agent framework for github issue resolution.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RRN9BWU","preprint","2025","Nainani, Jatin; Ho, Chia-Tung; Dhurka, Anirudh; Ren, Haoxing","Timing Analysis Agent: Autonomous Multi-Corner Multi-Mode (MCMM) Timing Debugging with Timing Debug Relation Graph","","","","10.48550/arXiv.2504.11502","http://arxiv.org/abs/2504.11502","Timing analysis is an essential and demanding verification method for Very Large Scale Integrated (VLSI) circuit design and optimization. In addition, it also serves as the cornerstone of the final sign-off, determining whether the chip is ready to be sent to the semiconductor foundry for fabrication. Recently, as the technology advance relentlessly, smaller metal pitches and the increasing number of devices have led to greater challenges and longer turn-around-time for experienced human designers to debug timing issues from the Multi-Corner Multi-Mode (MCMM) timing reports. As a result, an efficient and intelligent methodology is highly necessary and essential for debugging timing issues and reduce the turnaround times. Recently, Large Language Models (LLMs) have shown great promise across various tasks in language understanding and interactive decision-making, incorporating reasoning and actions. In this work, we propose a timing analysis agent, that is empowered by multi-LLMs task solving, and incorporates a novel hierarchical planning and solving flow to automate the analysis of timing reports from commercial tool. In addition, we build a Timing Debug Relation Graph (TDRG) that connects the reports with the relationships of debug traces from experienced timing engineers. The timing analysis agent employs the novel Agentic Retrieval Augmented Generation (RAG) approach, that includes agent and coding to retrieve data accurately, on the developed TDRG. In our studies, the proposed timing analysis agent achieves an average 98% pass-rate on a single-report benchmark and a 90% pass-rate for multi-report benchmark from industrial designs, demonstrating its effectiveness and adaptability.","2025-04-15","2025-05-22 20:02:37","2025-05-22 20:02:37","2025-05-22 20:02:09","","","","","","","Timing Analysis Agent","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2504.11502 [cs]","","/Users/ksoares/Zotero/storage/LBU4P2CQ/Nainani et al. - 2025 - Timing Analysis Agent Autonomous Multi-Corner Multi-Mode (MCMM) Timing Debugging with Timing Debug.pdf; /Users/ksoares/Zotero/storage/YIXSI79R/2504.html","","","Computer Science - Software Engineering; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2504.11502","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6VIAYGN","conferencePaper","2025","Akilesh, S.; Sekar, Rajeev; CU, Om Kumar; Prakalya, D.; Suguna, M.","Multi-Agent hierarchical workflow for autonomous code generation with Large Language Models","2025 IEEE International Students' Conference on Electrical, Electronics and Computer Science (SCEECS)","","","","https://ieeexplore.ieee.org/abstract/document/10940635/","This paper presents a multi-agent hierarchical workflow tailored for automating data analysis, code generation, and visualization, focusing specifically on user-provided CSV datasets. The workflow integrates AlphaCodium with LangChain, LangGraph, and GPT, enabling autonomous code generation, unit test development, and debugging. The system operates by analyzing the uploaded dataset, assigning agents that work sequentially: a programmer agent generates code using the Skeleton-Of-Code approach, a unit test agent verifies the code, and an executor agent runs the code. A debugging agent is also included to identify and resolve any issues. The AI agents involved are capable of dynamically accessing online resources, including documentation and references to enhance their decision-making processes. This work attempts to exemplify the application of AI in automating not only code execution but also the planning and validation stages by writing unit tests in the software development process to reflect the increasing role of AI in advancing automation for rapid code generation within the software industry.","2025","2025-05-22 20:02:37","2025-05-26 13:26:35","2025-05-22 20:02:10","1–5","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QU27S4T","preprint","2025","Siddeeq, Shahbaz; Rasheed, Zeeshan; Sami, Malik Abdul; Hasan, Mahade; Waseem, Muhammad; Rasku, Jussi; Saari, Mika; Kemell, Kai-Kristian; Abrahamsson, Pekka","Distributed Approach to Haskell Based Applications Refactoring with LLMs Based Multi-Agent Systems","","","","10.48550/arXiv.2502.07928","http://arxiv.org/abs/2502.07928","We present a large language models (LLMs) based multi-agent system to automate the refactoring of Haskell codebases. The multi-agent system consists of specialized agents performing tasks such as context analysis, refactoring, validation, and testing. Refactoring improvements are using metrics such as cyclomatic complexity, run-time, and memory allocation. Experimental evaluations conducted on Haskell codebases demonstrate improvements in code quality. Cyclomatic complexity was reduced by 13.64% and 47.06% in the respective codebases. Memory allocation improved by 4.17% and 41.73%, while runtime efficiency increased by up to 50%. These metrics highlight the systems ability to optimize Haskells functional paradigms while maintaining correctness and scalability. Results show reductions in complexity and performance enhancements across codebases. The integration of LLMs based multi-agent system enables precise task execution and inter-agent collaboration, addressing the challenges of refactoring in functional programming. This approach aims to address the challenges of refactoring functional programming languages through distributed and modular systems.","2025-02-11","2025-05-22 20:02:37","2025-05-22 20:02:37","2025-05-22 20:02:11","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2502.07928 [cs]","","/Users/ksoares/Zotero/storage/SF7YCY6Z/Siddeeq et al. - 2025 - Distributed Approach to Haskell Based Applications Refactoring with LLMs Based Multi-Agent Systems.pdf; /Users/ksoares/Zotero/storage/8SJMC5W3/2502.html","","","Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2502.07928","","","","","","","","","","","","","","","","","","","","","","","","","","",""
