"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GBM5FPHC","journalArticle","2022","Hillenbrand, Adrian; Werner, Tobias; Winter, Fabian","Willingness to volunteer among remote workers is insensitive to the team size","ZEW-Centre for European Economic Research Discussion Paper","","","","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4257752","Volunteering is a widespread allocation mechanism in the workplace. It emerges naturally in software development or the generation of online knowledge platforms. Using a  field experiment with more than 2000 workers, we study the effect of team size on volunteering in an online labor market. In contrast to our theoretical predictions and previous  research, we find no effect of team size on volunteering although workers react to free riding incentives. We replicate the results and provide further robustness checks. Eliciting  workers’ beliefs about their co-workers’ volunteering reveals conditional volunteering as  the primary driver of our results.","2022","2025-05-22 17:54:55","2025-05-26 13:16:52","2025-05-22 17:54:39","","","22-050","","","","","","","","","","","","","","","","Google Scholar","","","","/Users/ksoares/Zotero/storage/Z4IQVNRC/Hillenbrand et al. - 2022 - Willingness to volunteer among remote workers is insensitive to the team size.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ABCYS2M","journalArticle","2025","King, Michael; Barrett, Steve; Mclellan, Ross; Cox, John; Brown, Matthew; Mackenzie, Sam; Towlson, Chirstopher","Does team size affect Scottish male academy soccer player technical, locomotor and psychosocial outcomes during age and maturity bio-banded small-sided games?","Journal of Sports Sciences","","0264-0414, 1466-447X","10.1080/02640414.2025.2456408","https://www.tandfonline.com/doi/full/10.1080/02640414.2025.2456408","The timing of the adolescent growth spurt (i.e. peak height velocity [PHV]) varies greatly, causing significant differences in maturity-related anthropometric and physical development among chronologically age-categorised youth soccer players. These differences can lead to a maturity-selection bias favouring early maturing players. Using fifty-three players from two professional Scottish soccer academies, this study examined the effects of team size (4v4, 5v5, and 6v6) and bio-banding (i.e. grouping players by maturity status) on players technical (i.e. touches, releases, possessions), physical (i.e. distance covered, accelerations/decelerations), and psychological (i.e. confidence, competitiveness, positive attitude) performance during small-sided games, using foot-mounted inertial measurement units (F-IMU) and coach observations. Data were analysed using multivariate ANOVA. During maturity-matched games, technical actions decreased as team size increased. More mature players displayed greater technical actions in 4v4 compared to 6v6. Maturity-mismatched games revealed significant technical action differences for less mature players, particularly in 4v4 formats. More mature players covered greater high-intensity distances in maturity-matched and mismatched 6v6 games. Psychological scores were higher for more mature players in smaller team sizes (4v4), whereas less mature players showed consistent psychological scores across all formats. Smaller team sizes and maturity-matched bio-banding formats enhanced technical actions and psychological characteristics, particularly for more mature players.","2025-02-04","2025-05-22 17:54:55","2025-05-26 13:10:47","2025-05-22 17:54:41","1-11","","","","","Journal of Sports Sciences","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ksoares/Zotero/storage/K6DI8GH4/King et al. - 2025 - Does team size affect Scottish male academy soccer player technical, locomotor and psychosocial outc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEWMSBP8","journalArticle","2021","Begerowski, Sydney R.; Traylor, Allison M.; Shuffler, Marissa L.; Salas, Eduardo","An integrative review and practical guide to team development interventions for translational science teams: one size does not fit all","Journal of Clinical and Translational Science","","","","https://www.cambridge.org/core/journals/journal-of-clinical-and-translational-science/article/an-integrative-review-practical-guide-to-team-development-interventions-for-translational-science-teams-one-size-does-not-fit-all/B2D6ADB4AF48113560DABFADFA5393ED","As the need to tackle complex clinical and societal problems rises, researchers are increasingly taking on a translational approach. This approach, which seeks to integrate theories, methodologies, and frameworks from various disciplines across a team of researchers, places emphasis on translation of findings in order to offer practical solutions to real-world problems. While translational research leads to a number of positive outcomes, there are also a multitude of barriers to conducting effective team science, such as effective coordination and communication across the organizational, disciplinary, and even geographic boundaries of science teams. Given these barriers to success, there is a significant need to establish team interventions that increase science team effectiveness as translational research becomes the new face of science. This review is intended to provide translational scientists with an understanding of barriers to effective team science and equip them with the necessary tools to overcome such barriers. We provide an overview of translational science teams, discuss barriers to science team effectiveness, demonstrate the lacking state of current interventions, and present recommendations for improving interventions in science teams by applying best practices from the teams and groups literature across the four phases of transdisciplinary research.","2021","2025-05-22 17:54:55","2025-05-26 13:10:12","2025-05-22 17:54:41","e198","","1","5","","","An integrative review and practical guide to team development interventions for translational science teams","","","","","","","","","","","","Google Scholar","","Publisher: Cambridge University Press","","/Users/ksoares/Zotero/storage/NCEESCHU/Begerowski et al. - 2021 - An integrative review and practical guide to team development interventions for translational scienc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7L3GBYGW","conferencePaper","2023","Clapper, Yoram; Ten Hove, Witek; Bekker, René; Moeke, Dennis","Team size and composition in home healthcare: Quantitative insights and six model-based principles","Healthcare","","","","https://www.mdpi.com/2227-9032/11/22/2935","The aim of this constructive study was to develop model-based principles to provide guidance to managers and policy makers when making decisions about team size and composition in the context of home healthcare. Six model-based principles were developed based on extensive data analysis and in close interaction with practice. In particular, the principles involve insights in capacity planning, travel time, available effective capacity, contract types, and team manageability. The principles are formalized in terms of elementary mathematical models that capture the essence of decision-making. Numerical results based on real-life scenarios reveal that efficiency improves with team size, albeit more prominently for smaller teams due to diminishing returns. Moreover, it is demonstrated that the complexity of managing and coordinating a team becomes increasingly more difficult as team size grows. An estimate for travel time is provided given the size and territory of a team, as well as an upper bound for the fraction of full-time contracts, if split shifts are to be avoided. Overall, it can be concluded that an ideally sized team should serve (at least) around a few hundreds care hours per week.","2023","2025-05-22 17:54:55","2025-05-26 13:13:01","2025-05-22 17:54:43","2935","","","11","","","Team size and composition in home healthcare","","","","","MDPI","","","","","","","Google Scholar","","Issue: 22","","/Users/ksoares/Zotero/storage/WT72SMH3/2935.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF2W238N","journalArticle","2022","Yuan, Yingjie; Van Knippenberg, Daan","Leader Network Centrality and Team Performance: Team Size as Moderator and Collaboration as Mediator","Journal of Business and Psychology","","0889-3268, 1573-353X","10.1007/s10869-021-09745-4","https://link.springer.com/10.1007/s10869-021-09745-4","Abstract             The social network perspective provides a valuable lens to understand the effectiveness of team leaders. In understanding leadership impact in team networks, an important question concerns the structural influence of leader centrality in advice-giving networks on team performance. Taking the inconsistent evidence for the positive relationship of network centrality and leadership effectiveness as a starting point, we suggest that the positive impact of leader centrality in advice-giving networks is contingent on team needs for leadership to meet communication and coordination challenges, which we argue are larger in larger teams. Developing our analysis, we examine the mediating role of member collaboration in the relationship of leader network centrality and team performance as moderated by team size. Based on a multi-source dataset of 542 employees and 71 team leaders, we found that leader centrality in advice-giving networks related positively to team performance in larger teams but negatively in smaller teams. Results supported the mediated moderation model via member collaboration in smaller teams, but not in larger teams.","2022-04","2025-05-22 17:54:55","2025-05-22 17:54:55","2025-05-22 17:54:45","283-296","","2","37","","J Bus Psychol","Leader Network Centrality and Team Performance","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ksoares/Zotero/storage/U7AI6ZLN/Yuan et Van Knippenberg - 2022 - Leader Network Centrality and Team Performance Team Size as Moderator and Collaboration as Mediator.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9S58X3V","journalArticle","2024","Ji, Hao; Jin, Yan","Impact of Task Constraint on Agent Team Size of Self-Organizing Systems Measured by Effective Entropy","Journal of Computing and Information Science in Engineering","","","","https://asmedigitalcollection.asme.org/computingengineering/article/24/8/081004/1199403","Self-organizing systems can perform complex tasks in unpredictable situations with adaptability. Previous work has introduced a multiagent reinforcement learning-based model as a design approach to solving the rule generation problem with complex tasks. A deep multiagent reinforcement learning algorithm was devised to train self-organizing agents for knowledge acquisition of the task field and social rules. The results showed that there is an optimal number of agents that achieve good learning stability and system performance. However, finding such a number is nontrivial due to the dynamic task constraints and unavailability of agent knowledge before training. Although extensive training can eventually reveal the optimal number, it requires training simulations of all agent numbers under consideration, which can be computationally expensive and time consuming. Thus, there remains the issue of how to predict such an optimal team size for self-organizing systems with minimal training experiments. In this article, we proposed a measurement of the complexity of the self-organizing system called effective entropy, which considers the task constraints. A systematic approach, including several key concepts and steps, is proposed to calculate the effective entropy for given task environments, which is then illustrated and tested in a box-pushing case study. The results show that our proposed method and complexity measurement can accurately predict the optimal number of agents in self-organizing systems, and training simulations can be reduced by a factor of 10.","2024","2025-05-22 17:54:55","2025-05-26 13:11:39","2025-05-22 17:54:47","","","8","24","","","","","","","","","","","","","","","Google Scholar","","Publisher: American Society of Mechanical Engineers Digital Collection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CM7EG7S","journalArticle","2023","Stucky, Christopher H.; Kabo, Felichism W.; De Jong, Marla J.; House, Sherita L.; Wymer, Joshua A.","Surgical team structure: How familiarity and team size influence communication effectiveness in military surgical teams","Military Medicine","","","","https://academic.oup.com/milmed/article-abstract/188/Supplement_6/232/7388193","Preventable patient harm has persisted in health care despite recent advances to reduce errors. There is increasing recognition that non-technical skills, including communication and relationships, greatly impact interprofessional team performance and health care quality. Team familiarity and size are critical structural components that potentially influence information flow, communication, and efficiency.","2023","2025-05-22 17:54:55","2025-05-26 13:12:49","2025-05-22 17:54:51","232–239","","Supplement_6","188","","","Surgical team structure","","","","","","","","","","","","Google Scholar","","Publisher: Oxford University Press US","","/Users/ksoares/Zotero/storage/9KMZGLX2/Stucky et al. - 2023 - Surgical team structure How familiarity and team size influence communication effectiveness in mili.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XT3KVAC","journalArticle","2024","Monaco, Valerio Lo; Meoli, Michele; Vanacker, Tom; Vismara, Silvio","Entrepreneurial team size and fundraising success: Evidence from equity crowdfunding","IEEE Transactions on Engineering Management","","","","https://ieeexplore.ieee.org/abstract/document/10587113/","How does entrepreneurial team size affect fundraising success? Theory and prior evidence are contradictory or inconclusive at least. Indeed, a resource dependency theory perspective suggests that larger teams have access to more resources, which should positively affect fundraising success. In contrast, a team effectiveness perspective suggests that larger teams incur higher coordination costs, which should negatively affect fundraising success. In this article, we address this theoretical paradox by arguing for a curvilinear effect between team size and fundraising success. By drawing on the liabilities of newness and smallness perspectives, we further argue that firm age and size will serve as important moderators. For this study, we exploit data from equity crowdfunding (ECF) markets. In Study 1, we examine the population of 2942 initial ECF offerings from three ECF platforms in the U.K. We provide first-time evidence of the inverted U-shaped relationship between entrepreneurial team size and the fundraising success of the ECF offering. Specifically, an entrepreneurial team of four members exhibits the highest probability in terms of ECF offering success. Moreover, we show that the inverted U-shape is stronger for younger and smaller firms relative to older and larger firms, respectively. In Study 2, we examine 256 initial ECF offerings from an Italian ECF platform and find broadly consistent results on the inverted U-shaped relationship between entrepreneurial team size and fundraising success.","2024","2025-05-22 17:54:55","2025-05-26 13:11:11","2025-05-22 17:54:53","","","","","","","Entrepreneurial team size and fundraising success","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","/Users/ksoares/Zotero/storage/A25PYZ5U/Monaco et al. - 2024 - Entrepreneurial team size and fundraising success Evidence from equity crowdfunding.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8CER6VH","journalArticle","2022","Zhao, Yixin; Zong, Qingqing","Understanding the inventor team size: A view from “The Rice Theory”","International Studies of Economics","","2831-3224, 2831-3224","10.1002/ise3.13","https://onlinelibrary.wiley.com/doi/10.1002/ise3.13","Abstract             The inventor is a vital input in acquiring new technologies. Collaboration among inventors is an essential topic for scholars. Talhelm et al. proposed The Rice Theory, highlighting the cultural differences between rice and wheat regions. This paper explores the differences in inventor team size under rice and wheat cultures using invention patent data in China. The results of ordinary least square estimation and instrumental variable estimation indicate that the size of inventor teams under rice culture is significantly smaller than that under wheat culture by 0.558–0.721 persons. Using the Chinese Qinling–Huaihe line, this paper constructs a regression discontinuity (RD) design. The local average treatment effect estimation confirms the difference in rice and wheat cultures. Subsequently, we demonstrate the significant existence of this difference through lots of robustness checks. We try to explain the phenomenon from the perspective of “The Rice Theory” by arguing that inventors in rice regions may be more inclined to collaborate but with a smaller inventor team size. This paper demonstrates the cultural differences in the performance of inventor team size, informing our understanding of input in research and development (R&D) activities.","2022-07","2025-05-22 17:54:55","2025-05-22 17:54:55","2025-05-22 17:54:53","156-182","","2","17","","International Studies of Economics","Understanding the inventor team size","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ksoares/Zotero/storage/BZ7QKN65/Zhao et Zong - 2022 - Understanding the inventor team size A view from “The Rice Theory”.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BP3YHPC4","journalArticle","2021","Hu, Die; She, Maoyan; Ye, Lingfeng; Wang, Zhiwei","The more the merrier? Inventor team size, diversity, and innovation quality","Science and Public Policy","","","","https://academic.oup.com/spp/article-abstract/48/4/508/6263441","Although teamwork shows stronger innovation ability than individuals and this advantage has been increasing over time, the negative effects of larger teams also appear as the number of inventor members increases. This study discusses the double-edged sword role of inventor teams in innovation quality at two extremes: the high quality and the low quality. We argue that, inventor team size influences innovation quality because diversity works in the evolutionary process of innovation, but different types of diversity play distinct moderating roles in these relationships. Using patent data from the US pharmaceutical industry, empirical results show that there is an inverted U-shape relationship between inventor team size and high-quality innovation, and a negative relationship between inventor team size and low-quality innovation. These relationships are moderated at different degree by technological and geographic diversity. Our findings contribute to existing literature of innovation and also provide meaningful implications for innovation management.","2021","2025-05-22 17:54:55","2025-05-26 13:14:59","2025-05-22 17:54:55","508–520","","4","48","","","The more the merrier?","","","","","","","","","","","","Google Scholar","","Publisher: Oxford University Press UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8VUTTCM","journalArticle","2021","O’Hearn, Katie; MacDonald, Cameron; Tsampalieros, Anne; Kadota, Leo; Sandarage, Ryan; Jayawarden, Supun Kotteduwa; Datko, Michele; Reynolds, John M.; Bui, Thanh; Sultan, Shagufta; Sampson, Margaret; Pratt, Misty; Barrowman, Nick; Nama, Nassr; Page, Matthew; McNally, James Dayre","Evaluating the relationship between citation set size, team size and screening methods used in systematic reviews: a cross-sectional study","BMC Medical Research Methodology","","1471-2288","10.1186/s12874-021-01335-5","https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/s12874-021-01335-5","Abstract                            Background               Standard practice for conducting systematic reviews (SRs) is time consuming and involves the study team screening hundreds or thousands of citations. As the volume of medical literature grows, the citation set sizes and corresponding screening efforts increase. While larger team size and alternate screening methods have the potential to reduce workload and decrease SR completion times, it is unknown whether investigators adapt team size or methods in response to citation set sizes. Using a cross-sectional design, we sought to understand how citation set size impacts (1) the total number of authors or individuals contributing to screening and (2) screening methods.                                         Methods               MEDLINE was searched in April 2019 for SRs on any health topic. A total of 1880 unique publications were identified and sorted into five citation set size categories (after deduplication): < 1,000, 1,001–2,500, 2,501–5,000, 5,001–10,000, and > 10,000. A random sample of 259 SRs were selected (~ 50 per category) for data extraction and analysis.                                         Results                                With the exception of the pairwise t test comparing the under 1000 and over 10,000 categories (median 5 vs. 6,                 p                  = 0.049) no statistically significant relationship was evident between author number and citation set size. While visual inspection was suggestive, statistical testing did not consistently identify a relationship between citation set size and number of screeners (title-abstract, full text) or data extractors. However, logistic regression identified investigators were significantly more likely to deviate from gold-standard screening methods (i.e. independent duplicate screening) with larger citation sets. For every doubling of citation size, the odds of using gold-standard screening decreased by 15 and 20% at title-abstract and full text review, respectively. Finally, few SRs reported using crowdsourcing (                 n                  = 2) or computer-assisted screening (                 n                  = 1).                                                        Conclusions               Large citation set sizes present a challenge to SR teams, especially when faced with time-sensitive health policy questions. Our study suggests that with increasing citation set size, authors are less likely to adhere to gold-standard screening methods. It is possible that adjunct screening methods, such as crowdsourcing (large team) and computer-assisted technologies, may provide a viable solution for authors to complete their SRs in a timely manner.","2021-12","2025-05-22 17:56:40","2025-05-22 17:56:40","2025-05-22 17:56:22","142","","1","21","","BMC Med Res Methodol","Evaluating the relationship between citation set size, team size and screening methods used in systematic reviews","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ksoares/Zotero/storage/SID4GW4A/O’Hearn et al. - 2021 - Evaluating the relationship between citation set size, team size and screening methods used in syste.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2J26RLGJ","journalArticle","2024","Majumdar, Sudipta; Mishra, Ajay Kumar; Chandra, Abhijeet","Do fund managers’ performance rely on gender and team size? Evidence from India","The North American Journal of Economics and Finance","","","","https://www.sciencedirect.com/science/article/pii/S1062940824000184?casa_token=_CLaLfEU7lcAAAAA:6d9Jy4pYN-Wv6KgVzQ9f61rR6TAdUoYajbWbEu-qqnCndzAi7jt-eyjqTeRFxfF--4JPGEYmANI","The study investigates how gender and team size impact mutual fund manager’s performance. Using comprehensive collected data of 1,207 manager-funds observations from January 1991 to March 2022, we analyse the performance of Indian fund managers. The study also examines whether the age and tenure of fund managers affect the association between gender and team size with performance. Our result shows that female fund managers independently perform better than their male counterparts. The manager’s performance improves with an increase in the size of the team. We also discover that older male fund managers or those with shorter tenure managing funds perform superior in team-managed funds.","2024","2025-05-22 17:56:40","2025-05-26 13:10:34","2025-05-22 17:56:23","102094","","","71","","","Do fund managers’ performance rely on gender and team size?","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/ksoares/Zotero/storage/F2QIM97D/S1062940824000184.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDI7KTFH","journalArticle","2023","An, Ran; Shan, Wei","The exploration in the size of scientific collaboration team using kernel density estimation","Aslib Journal of Information Management","","","","https://www.emerald.com/insight/content/doi/10.1108/AJIM-04-2022-0183/full/html","Purpose Scientific collaboration is becoming a common pattern in the social organization of knowledge production. The paper tries to figure out the relationship between scientific collaboration team size and scientific output. Design/methodology/approach Based on ESI database from year 2009–2019, the paper describes changes of collaboration team size from one author to more than 10 authors in 22 disciplines. Kernel density estimation and multidimensional kernel density estimation method are used to calculate optimal collaboration team size and appropriate collaboration team size in 22 disciplines. As bandwidth is one of the major issues in construction of kernel density estimation, the paper uses five different algorithms to calculate bandwidth. The method with the lowest mean absolute percentage error is chosen. Robustness test is conducted based on different sets of data. Findings The results show that scientific collaboration becomes more widely and deeply. As time goes by, collaboration team size is becoming larger and larger. Natural science disciplines have larger collaboration team size and faster growth rate than social science disciplines. Considering both qualitative and quantitative measures, the paper proves the universality of optimal and appropriate scientific collaboration team size among 22 disciplines and calculates the specific number. Originality/value The paper tries to investigate the law of scientific collaboration team size variation and provide a full picture of evolution of collaboration team size among 22 disciplines in 10 years. The paper first applies distribution method to figure out the relationship between scientific collaboration team size and scientific output and provides optimal collaboration team size and appropriate collaboration team size.","2023","2025-05-22 17:56:40","2025-05-26 13:14:49","2025-05-22 17:56:25","821–843","","5","75","","","","","","","","","","","","","","","Google Scholar","","Publisher: Emerald Publishing Limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G623XNEX","journalArticle","2022","Bouabid, Hamid; Achachi, Hind","Size of science team at university and internal co-publications: science policy implications","Scientometrics","","0138-9130, 1588-2861","10.1007/s11192-022-04285-x","https://link.springer.com/10.1007/s11192-022-04285-x","Scientific collaboration within a science team (unit, group, etc.) has been under scrutiny. Recently, science of team science has emerged to use science for deep understanding of the ways researchers jointly perform science to increase their team’s performance. This article analyses internal scientific outputs with respect to the size of university’s science team. The objective is to examine the science policy motive that is, if the team size increases, by encouraging academics to gather in larger teams, then their outputs increase. The method of the contrapositive of this conditional statement is adopted. Thus, 120 accredited teams, composed of about 1500 academics in four universities in Morocco, were analyzed using a cross-matrix of members’ co-publications, an intra-collaboration index, Lorenz curve of both internal co-publications and sole-publications, with respect to team’s size. Our findings show that internal co-publications and sole ones are higher for small size teams and that the Lorenz distributions of these two indicators are unequal in favor of small size teams. We discuss the implications of our findings for science policy, beyond size, such as the output- instead of input-based perspective to form a team, time requirement to build a collaborative team, inter- and intra-disciplinarity oriented research, team directorship, etc.","2022-12","2025-05-22 17:56:40","2025-05-26 13:12:21","2025-05-22 17:56:28","6993-7013","","12","127","","Scientometrics","Size of science team at university and internal co-publications","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGTCNPMW","journalArticle","2021","Ng, Minna; Newpher, Thomas M.","Class size and student performance in a team-based learning course","Journal of Undergraduate Neuroscience Education","","","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9053426/","High-enrollment university courses can be associated with decreased student learning and course satisfaction. In these large classes, students report feelings of isolation, reduced faculty interaction, and less motivation. Here we address whether team-based learning (TBL), a highly interactive and collaborative form of active learning, can improve the student experience in larger undergraduate neuroscience courses. Specifically, we analyzed student performance on summative assessments, as well as survey responses on measures of the classroom environment from a single TBL course, taught over a range of enrollment sizes (19–103 students). While the higher enrollment course terms had decreased ratings of course quality compared to the lower enrollment terms, we also found that student performance on exams was similar across all course term sizes. Furthermore, we observed no differences across class sizes for most measures of classroom dynamics and course characteristics. Taken together, our data suggest that the content knowledge outcomes and many aspects of the classroom environment were not negatively impacted in the higher enrollment versions of this TBL course.","2021","2025-05-22 17:56:40","2025-05-26 13:10:24","2025-05-22 17:56:28","A49","","1","20","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3LQSUQZ","bookSection","2021","Funke, Gregory J.; Tolston, Michael T.; Miller, Brent; Bowers, Margaret A.; Capiola, August","When in Doubt, Agree with the Robot? Effects of Team Size and Agent Teammate Influence on Team Decision-Making in a Gambling Task","HCI International 2021 - Late Breaking Posters","978-3-030-90175-2 978-3-030-90176-9","","","https://link.springer.com/10.1007/978-3-030-90176-9_34","Human-machine teaming is expected to provide substantive benefits to team performance; however, introduction of machine agents will also impact teamwork. Agents are likely to exert substantial influence on team dynamics, even if they possess only limited abilities to engage in teamwork processes. This influence may be mitigated by team size and experience with the agent. The purpose of this experiment was to investigate the influence of an agent on team processes in a team consensus gambling task. Teams were either two or three humans and a machine agent. Participants completed fifty rounds of a gambling task, similar to the game roulette. In each round, team members entered their belief about what the next round outcome would be, a proposed wager, and how confident they were. The machine agent also made a suggestion regarding outcome and wager, but its accuracy was fairly low. The human team members then had to come to a consensus regarding outcome and wager. Overall, the agent exerted significant influence on team decision making, wagering, and confidence. Contrary to initial predictions, team size had only a modest effect, mostly on confidence ratings. Experience with the agent also did not have much effect on the agent’s influence, even as the team was able to observe that the agent’s accuracy was low. These results suggest that machine agents are likely to exert significant influence on team processes, even when they possess limited abilities to engage in teamwork.","2021","2025-05-22 17:56:40","2025-05-26 13:15:10","2025-05-22 17:56:30","257-270","","","1498","","","When in Doubt, Agree with the Robot?","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Communications in Computer and Information Science DOI: 10.1007/978-3-030-90176-9_34","","","","","","Stephanidis, Constantine; Antona, Margherita; Ntoa, Stavroula","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CJUR4MB","journalArticle","2022","Krompa, Georgia Maria; O’Mahony, Edmond; Tan, Jason; Mulligan, Owen; Adamis, Dimitrios","The effectiveness of community mental health teams in relation to team cohesion, authentic leadership and size of the team: A study in the north west of Ireland","Community Mental Health Journal","","","","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10597-022-00951-9&casa_token=jPEIco9XxQMAAAAA:91z_B7dX9sP4ETsBrrCYPCsifmnBkK8-hJjOgebQMcc5fmNc5gB16MXQLe863cUZ_fvNsFWyG0L4mc9ZyA","Community Mental Health Teams (CMHTs) are increasingly being considered effective models of recovery focused care, however their effectiveness and factors that may affect it have not fully evaluated. Cross-sectional study in Ireland included 106 members from 8 CMHTs. We examined CMHT’s effectiveness and the effects of authentic leadership, team cohesion, team members’ experience and team tenure on effectiveness, by administering the Team Effectiveness Scale, Authentic Leadership Questionnaire, and Organizational Cohesion Scale. Data on demographics, discipline, years of experience, tenure in the same team, full or partial membership, and number of team members were collected. Results from multilevel regression analysis indicated significant association (p < 0.05) between effectiveness of CMHTs and factors including team cohesion, authentic leadership, size of the team and full membership. Therefore, to increase CMHTs effectiveness, interventions are needed to those areas: a switch to make leadership styles more authentic, to improve team cohesion, smaller team size and full membership.","2022","2025-05-22 17:56:40","2025-05-26 13:13:42","2025-05-22 17:56:30","1393–1402","","7","58","","","The effectiveness of community mental health teams in relation to team cohesion, authentic leadership and size of the team","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","/Users/ksoares/Zotero/storage/MK8FVJGH/casa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
