Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
XLIQ9XD6,journalArticle,2025.0,"Zhu, Xi; Wang, Yu; Gao, Hang; Xu, Wujiang; Wang, Chen; Liu, Zhiwei; Wang, Kun; Jin, Mingyu; Pang, Linsey; Weng, Qingsong",Recommender systems meet large language model agents: A survey,Foundations and Trends® in Privacy and Security,,,10.1561/3300000050,https://www.nowpublishers.com/article/Details/SEC-050,"In recent years, the integration of Large Language Models (LLMs) and Recommender Systems (RS) has revolutionized the way personalized and intelligent user experiences are delivered. This survey provides an extensive review of critical challenges, current landscape, and future directions in the collaboration between LLM-based AI agents (LLM Agent) and recommender systems. We begin with an introduction to the foundational knowledge, exploring the components of LLM agents and the applications of LLMs in recommender systems. The survey then delves into the symbiotic relationship between LLM agents and recommender systems, illustrating how LLM agents enhance recommender systems and how recommender systems support better LLM agents. Specifically, we discuss the overall architectures for designing LLM agents for recommendation, encompassing profile, memory, planning, and action components, along with multi-agent collaboration. Conversely, we investigate how recommender systems contribute to LLM agents, focusing on areas such as memory recommendation, plan recommendation, tool recommendation, agent recommendation, and personalized LLMs and LLM agents. Furthermore, a critical evaluation of trustworthy AI agents and recommender systems follows, addressing key issues of safety, explainability, fairness, and privacy. Finally, we propose potential future research directions, highlighting emerging trends and opportunities in the intersection of AI agents and recommender systems. This survey concludes by summarizing the key insights of current research and outlining promising avenues for future exploration in this rapidly evolving field. A curated collection of relevant papers for this survey is available in the GitHub repository: https://github.com/agiresearch/AgentRecSys.",2025,2025-05-22 09:47:55,2025-05-26 13:51:39,2025-05-22 09:47:23,247–396,,4.0,7.0,,,Recommender systems meet large language model agents,,,,,,,,,,,,Google Scholar,,"Publisher: Now Publishers, Inc.",,/Users/ksoares/Zotero/storage/M2QLEW4R/Zhu et al. - 2025 - Recommender systems meet large language model agents A survey.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFZI46DN,journalArticle,2025.0,"Schmitt, Valentin J.",Disentangling patent quality: using a large language model for a systematic literature review,Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-024-05206-w,https://link.springer.com/10.1007/s11192-024-05206-w,"Abstract             Assessing patent quality has long been the subject of research interest due to interchangeable terminology, overlapping indicators, and diverse perspectives. To address these challenges, this study presents a comprehensive framework for assessing patent quality, that draws on stakeholder theory and adopts a multidimensional perspective encompassing economic, legal, and technological dimensions, each of which is clearly defined within the study. Using the capabilities of the large language model GPT-4, a systematic literature review was conducted, analyzing an initial sample of 5141 scientific articles and selecting 762 as relevant. From these selected articles, 985 distinct indicators for assessing patent quality were identified and classifed in accordance with the dimensions of patent quality. The findings reveal that forward citations, family size, and the number of claims are among the most frequently used indicators, highlighting a predominant focus on technological quality in nearly two-thirds of the literature. In addition, the study highlights several challenges in patent quality assessment, such as poor research reproducibility due to inconsistent definitions and applications of indicators such as family size. In response, eight research propositions are proposed, emphasizing the critical evaluation of indicators, the application of sophisticated methods, and the quantification of complex metrics. As a contribution to management and scholarship, this research underscores the complexity of patent quality assessment and provides a structured framework for future studies, emphasizing the importance of a multidimensional perspective. It also illustrates the transformative potential of large language models in enhancing systematic literature reviews, setting a new standard for future research.",2025-01,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:24,267-311,,1.0,130.0,,Scientometrics,Disentangling patent quality,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/ksoares/Zotero/storage/5F3Y4Y7Y/Schmitt - 2025 - Disentangling patent quality using a large language model for a systematic literature review.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNSYESAE,journalArticle,2025.0,"Geren, Caleb; Board, Amanda; Dagher, Gaby G.; Andersen, Tim; Zhuang, Jun",Blockchain for Large Language Model Security and Safety: A Holistic Survey,ACM SIGKDD Explorations Newsletter,,"1931-0145, 1931-0153",10.1145/3715073.3715075,https://dl.acm.org/doi/10.1145/3715073.3715075,"With the growing development and deployment of large language models (LLMs) in both industrial and academic fields, their security and safety concerns have become increasingly critical. However, recent studies indicate that LLMs face numerous vulnerabilities, including data poisoning, prompt injections, and unauthorized data exposure, which conventional methods have struggled to address fully. In parallel, blockchain technology, known for its data immutability and decentralized structure, offers a promising foundation for safeguarding LLMs. In this survey, we aim to comprehensively assess how to leverage blockchain technology to enhance LLMs' security and safety. Besides, we propose a new taxonomy of blockchain for large language models (BC4LLMs) to systematically categorize related works in this emerging field. Our analysis includes novel frameworks and definitions to delineate security and safety in the context of BC4LLMs, highlighting potential research directions and challenges at this intersection.Through this study, we aim to stimulate targeted advancements in blockchain-integrated LLM security.",2025-01-21,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:26,1-20,,2.0,26.0,,SIGKDD Explor. Newsl.,Blockchain for Large Language Model Security and Safety,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/ksoares/Zotero/storage/HT7PVPJZ/Geren et al. - 2025 - Blockchain for Large Language Model Security and Safety A Holistic Survey.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WZQ75C9Y,preprint,2024.0,"Wang, Shang; Zhu, Tianqing; Liu, Bo; Ding, Ming; Guo, Xu; Ye, Dayong; Zhou, Wanlei; Yu, Philip S.",Unique Security and Privacy Threats of Large Language Model: A Comprehensive Survey,,,,10.48550/arXiv.2406.07973,http://arxiv.org/abs/2406.07973,"With the rapid development of artificial intelligence, large language models (LLMs) have made remarkable advancements in natural language processing. These models are trained on vast datasets to exhibit powerful language understanding and generation capabilities across various applications, including machine translation, chatbots, and agents. However, LLMs have revealed a variety of privacy and security issues throughout their life cycle, drawing significant academic and industrial attention. Moreover, the risks faced by LLMs differ significantly from those encountered by traditional language models. Given that current surveys lack a clear taxonomy of unique threat models across diverse scenarios, we emphasize the unique privacy and security threats associated with five specific scenarios: pre-training, fine-tuning, retrieval-augmented generation systems, deployment, and LLM-based agents. Addressing the characteristics of each risk, this survey outlines potential threats and countermeasures. Research on attack and defense situations can offer feasible research directions, enabling more areas to benefit from LLMs.",2024-06-18,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:27,,,,,,,Unique Security and Privacy Threats of Large Language Model,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2406.07973 [cs],,/Users/ksoares/Zotero/storage/QDXS7M4N/Wang et al. - 2024 - Unique Security and Privacy Threats of Large Language Model A Comprehensive Survey.pdf; /Users/ksoares/Zotero/storage/RJDIK5SG/2406.html,,,Computer Science - Cryptography and Security,,,,,,,,,,,,,,,,,,,arXiv:2406.07973,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHEBDR2K,journalArticle,2025.0,"Wang, Xin; Chen, Zirui; Wang, Haofen; Hou U, Leong; Li, Zhao; Guo, Wenbin",Large Language Model Enhanced Knowledge Representation Learning: A Survey,Data Science and Engineering,,"2364-1185, 2364-1541",10.1007/s41019-025-00285-y,https://link.springer.com/10.1007/s41019-025-00285-y,"Abstract             Knowledge Representation Learning (KRL) is crucial for enabling applications of symbolic knowledge from Knowledge Graphs (KGs) to downstream tasks by projecting knowledge facts into vector spaces. Despite their effectiveness in modeling KG structural information, KRL methods are suffering from the sparseness of KGs. The rise of Large Language Models (LLMs) built on the Transformer architecture presents promising opportunities for enhancing KRL by incorporating textual information to address information sparsity in KGs. LLM-enhanced KRL methods, including three key approaches, encoder-based methods that leverage detailed contextual information, encoder-decoder-based methods that utilize a unified Seq2Seq model for comprehensive encoding and decoding, and decoder-based methods that utilize extensive knowledge from large corpora, have significantly advanced the effectiveness and generalization of KRL in addressing a wide range of downstream tasks. This work provides a broad overview of downstream tasks while simultaneously identifying emerging research directions in these evolving domains.",2025-04-07,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:30,,,,,,Data Sci. Eng.,Large Language Model Enhanced Knowledge Representation Learning,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/ksoares/Zotero/storage/5R3IB4EN/Wang et al. - 2025 - Large Language Model Enhanced Knowledge Representation Learning A Survey.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK7MWNVU,preprint,2024.0,"Ding, Han; Li, Yinheng; Wang, Junhao; Chen, Hang",Large Language Model Agent in Financial Trading: A Survey,,,,10.48550/arXiv.2408.06361,http://arxiv.org/abs/2408.06361,"Trading is a highly competitive task that requires a combination of strategy, knowledge, and psychological fortitude. With the recent success of large language models(LLMs), it is appealing to apply the emerging intelligence of LLM agents in this competitive arena and understanding if they can outperform professional traders. In this survey, we provide a comprehensive review of the current research on using LLMs as agents in financial trading. We summarize the common architecture used in the agent, the data inputs, and the performance of LLM trading agents in backtesting as well as the challenges presented in these research. This survey aims to provide insights into the current state of LLM-based financial trading agents and outline future research directions in this field.",2024-07-26,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:33,,,,,,,Large Language Model Agent in Financial Trading,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2408.06361 [q-fin],,/Users/ksoares/Zotero/storage/EQVXLRS6/Ding et al. - 2024 - Large Language Model Agent in Financial Trading A Survey.pdf; /Users/ksoares/Zotero/storage/DRKYSJ6T/2408.html,,,Computer Science - Computation and Language; Quantitative Finance - Trading and Market Microstructure,,,,,,,,,,,,,,,,,,,arXiv:2408.06361,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDDTSN9S,preprint,2025.0,"Wang, Jiayimei; Ni, Tao; Lee, Wei-Bin; Zhao, Qingchuan",A Contemporary Survey of Large Language Model Assisted Program Analysis,,,,10.48550/arXiv.2502.18474,http://arxiv.org/abs/2502.18474,"The increasing complexity of software systems has driven significant advancements in program analysis, as traditional methods unable to meet the demands of modern software development. To address these limitations, deep learning techniques, particularly Large Language Models (LLMs), have gained attention due to their context-aware capabilities in code comprehension. Recognizing the potential of LLMs, researchers have extensively explored their application in program analysis since their introduction. Despite existing surveys on LLM applications in cybersecurity, comprehensive reviews specifically addressing their role in program analysis remain scarce. In this survey, we systematically review the application of LLMs in program analysis, categorizing the existing work into static analysis, dynamic analysis, and hybrid approaches. Moreover, by examining and synthesizing recent studies, we identify future directions and challenges in the field. This survey aims to demonstrate the potential of LLMs in advancing program analysis practices and offer actionable insights for security researchers seeking to enhance detection frameworks or develop domain-specific models.",2025-02-05,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:35,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2502.18474 [cs],,/Users/ksoares/Zotero/storage/EIV7AU8L/Wang et al. - 2025 - A Contemporary Survey of Large Language Model Assisted Program Analysis.pdf; /Users/ksoares/Zotero/storage/ZV94LRGR/2502.html,,,Computer Science - Artificial Intelligence; Computer Science - Software Engineering,,,,,,,,,,,,,,,,,,,arXiv:2502.18474,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC5PR2G5,journalArticle,2025.0,"Wang, Peng; Lu, Wenpeng; Lu, Chunlin; Zhou, Ruoxi; Li, Min; Qin, Libo","Large Language Model for Medical Images: A Survey of Taxonomy, Systematic Review, and Future Trends",Big Data Mining and Analytics,,,,https://ieeexplore.ieee.org/abstract/document/10856853/,"The advent of Large Language Models (LLMs) has sparked considerable interest in the medical image domain, as they can generalize to multiple tasks and offer outstanding performance. While LLMs achieve promising results, there is currently a lack of a comprehensive summary of medical images, making it challenging for researchers to understand the progress within this domain. To fill this gap, we make the first attempt to present a comprehensive survey for LLM on medical images. In addition, to better summarize the current progress comprehensively, we further introduce a novel x-stage tuning paradigm for summarization, including zero-stage tuning, one-stage tuning, and multi-stage tuning, offering a unified perspective on LLMs for medical images. Finally, we discuss challenges and future directions in this domain, aiming to spur more breakthroughs in the future. We hope this work can pave the way for the broad application of LLMs in medical images and provide a valuable resource for this domain.",2025,2025-05-22 09:47:55,2025-05-26 13:48:19,2025-05-22 09:47:35,496–517,,2.0,8.0,,,Large Language Model for Medical Images,,,,,,,,,,,,Google Scholar,,Publisher: TUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WT4JFGE7,preprint,2024.0,"Ma, Qun; Xue, Xiao; Zhou, Deyu; Yu, Xiangning; Liu, Donghua; Zhang, Xuwen; Zhao, Zihan; Shen, Yifan; Ji, Peilin; Li, Juanjuan; Wang, Gang; Ma, Wanpeng",Computational Experiments Meet Large Language Model Based Agents: A Survey and Perspective,,,,10.48550/arXiv.2402.00262,http://arxiv.org/abs/2402.00262,"Computational experiments have emerged as a valuable method for studying complex systems, involving the algorithmization of counterfactuals. However, accurately representing real social systems in Agent-based Modeling (ABM) is challenging due to the diverse and intricate characteristics of humans, including bounded rationality and heterogeneity. To address this limitation, the integration of Large Language Models (LLMs) has been proposed, enabling agents to possess anthropomorphic abilities such as complex reasoning and autonomous learning. These agents, known as LLM-based Agent, offer the potential to enhance the anthropomorphism lacking in ABM. Nonetheless, the absence of explicit explainability in LLMs significantly hinders their application in the social sciences. Conversely, computational experiments excel in providing causal analysis of individual behaviors and complex phenomena. Thus, combining computational experiments with LLM-based Agent holds substantial research potential. This paper aims to present a comprehensive exploration of this fusion. Primarily, it outlines the historical development of agent structures and their evolution into artificial societies, emphasizing their importance in computational experiments. Then it elucidates the advantages that computational experiments and LLM-based Agents offer each other, considering the perspectives of LLM-based Agent for computational experiments and vice versa. Finally, this paper addresses the challenges and future trends in this research domain, offering guidance for subsequent related studies.",2024-02-01,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:37,,,,,,,Computational Experiments Meet Large Language Model Based Agents,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2402.00262 [cs],,/Users/ksoares/Zotero/storage/RWHKJWDC/Ma et al. - 2024 - Computational Experiments Meet Large Language Model Based Agents A Survey and Perspective.pdf; /Users/ksoares/Zotero/storage/W2JYD6KT/2402.html,,,Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2402.00262,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGBNNI2,preprint,2024.0,"Shi, Dan; Shen, Tianhao; Huang, Yufei; Li, Zhigen; Leng, Yongqi; Jin, Renren; Liu, Chuang; Wu, Xinwei; Guo, Zishan; Yu, Linhao; Shi, Ling; Jiang, Bojian; Xiong, Deyi",Large Language Model Safety: A Holistic Survey,,,,10.48550/arXiv.2412.17686,http://arxiv.org/abs/2412.17686,"The rapid development and deployment of large language models (LLMs) have introduced a new frontier in artificial intelligence, marked by unprecedented capabilities in natural language understanding and generation. However, the increasing integration of these models into critical applications raises substantial safety concerns, necessitating a thorough examination of their potential risks and associated mitigation strategies. This survey provides a comprehensive overview of the current landscape of LLM safety, covering four major categories: value misalignment, robustness to adversarial attacks, misuse, and autonomous AI risks. In addition to the comprehensive review of the mitigation methodologies and evaluation resources on these four aspects, we further explore four topics related to LLM safety: the safety implications of LLM agents, the role of interpretability in enhancing LLM safety, the technology roadmaps proposed and abided by a list of AI companies and institutes for LLM safety, and AI governance aimed at LLM safety with discussions on international cooperation, policy proposals, and prospective regulatory directions. Our findings underscore the necessity for a proactive, multifaceted approach to LLM safety, emphasizing the integration of technical solutions, ethical considerations, and robust governance frameworks. This survey is intended to serve as a foundational resource for academy researchers, industry practitioners, and policymakers, offering insights into the challenges and opportunities associated with the safe integration of LLMs into society. Ultimately, it seeks to contribute to the safe and beneficial development of LLMs, aligning with the overarching goal of harnessing AI for societal advancement and well-being. A curated list of related papers has been publicly available at https://github.com/tjunlp-lab/Awesome-LLM-Safety-Papers.",2024-12-23,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:39,,,,,,,Large Language Model Safety,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2412.17686 [cs],,/Users/ksoares/Zotero/storage/CA8VZWDX/Shi et al. - 2024 - Large Language Model Safety A Holistic Survey.pdf; /Users/ksoares/Zotero/storage/GX3VYWRH/2412.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2412.17686,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBWK4XMJ,preprint,2025.0,"Ma, Jing",Causal Inference with Large Language Model: A Survey,,,,10.48550/arXiv.2409.09822,http://arxiv.org/abs/2409.09822,"Causal inference has been a pivotal challenge across diverse domains such as medicine and economics, demanding a complicated integration of human knowledge, mathematical reasoning, and data mining capabilities. Recent advancements in natural language processing (NLP), particularly with the advent of large language models (LLMs), have introduced promising opportunities for traditional causal inference tasks. This paper reviews recent progress in applying LLMs to causal inference, encompassing various tasks spanning different levels of causation. We summarize the main causal problems and approaches, and present a comparison of their evaluation results in different causal scenarios. Furthermore, we discuss key findings and outline directions for future research, underscoring the potential implications of integrating LLMs in advancing causal inference methodologies.",2025-02-09,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:41,,,,,,,Causal Inference with Large Language Model,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2409.09822 [cs],,/Users/ksoares/Zotero/storage/G9VZWTWV/Ma - 2025 - Causal Inference with Large Language Model A Survey.pdf; /Users/ksoares/Zotero/storage/48MEWIN5/2409.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2409.09822,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEGTI665,journalArticle,2025.0,"Wang, Xuhong; Jiang, Haoyu; Yu, Yi; Yu, Jingru; Lin, Yilun; Yi, Ping; Wang, Yingchun; Qiao, Yu; Li, Li; Wang, Fei-Yue",Building intelligence identification system via large language model watermarking: a survey and beyond,Artificial Intelligence Review,,1573-7462,10.1007/s10462-025-11222-w,https://link.springer.com/10.1007/s10462-025-11222-w,"Large Language Models (LLMs) are increasingly integrated into diverse industries, posing substantial security risks due to unauthorized replication and misuse. To mitigate these concerns, robust identification mechanisms are widely acknowledged as an effective strategy. Identification systems for LLMs now rely heavily on watermarking technology to manage and protect intellectual property and ensure data security. However, previous studies have primarily concentrated on the basic principles of algorithms and lacked a comprehensive analysis of watermarking theory and practice from the perspective of intelligent identification. To bridge this gap, firstly, we explore how a robust identity recognition system can be effectively implemented and managed within LLMs by various participants using watermarking technology. Secondly, we propose a mathematical framework based on mutual information theory, which systematizes the identification process to achieve more precise and customized watermarking. Additionally, we present a comprehensive evaluation of performance metrics for LLM watermarking, reflecting participant preferences and advancing discussions on its identification applications. Lastly, we outline the existing challenges in current watermarking technologies and theoretical frameworks, and provide directional guidance to address these challenges. Our systematic classification and detailed exposition aim to enhance the comparison and evaluation of various methods, fostering further research and development toward a transparent, secure, and equitable LLM ecosystem.",2025-05-15,2025-05-22 09:47:55,2025-05-26 13:42:02,2025-05-22 09:47:44,249,,8.0,58.0,,Artif Intell Rev,Building intelligence identification system via large language model watermarking,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/ksoares/Zotero/storage/Y22JL5T3/Wang et al. - 2025 - Building intelligence identification system via large language model watermarking a survey and beyo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUCW88YM,preprint,2025.0,"Dobslaw, Felix; Feldt, Robert; Yoon, Juyeon; Yoo, Shin",Challenges in Testing Large Language Model Based Software: A Faceted Taxonomy,,,,10.48550/arXiv.2503.00481,http://arxiv.org/abs/2503.00481,"Large Language Models (LLMs) and Multi-Agent LLMs (MALLMs) introduce non-determinism unlike traditional or machine learning software, requiring new approaches to verifying correctness beyond simple output comparisons or statistical accuracy over test datasets. This paper presents a taxonomy for LLM test case design, informed by both the research literature, our experience, and open-source tools that represent the state of practice. We identify key variation points that impact test correctness and highlight open challenges that the research, industry, and open-source communities must address as LLMs become integral to software systems. Our taxonomy defines four facets of LLM test case design, addressing ambiguity in both inputs and outputs while establishing best practices. It distinguishes variability in goals, the system under test, and inputs, and introduces two key oracle types: atomic and aggregated. Our mapping indicates that current tools insufficiently account for these variability points, highlighting the need for closer collaboration between academia and practitioners to improve the reliability and reproducibility of LLM testing.",2025-03-01,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:45,,,,,,,Challenges in Testing Large Language Model Based Software,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2503.00481 [cs],,/Users/ksoares/Zotero/storage/JISQHF3J/Dobslaw et al. - 2025 - Challenges in Testing Large Language Model Based Software A Faceted Taxonomy.pdf; /Users/ksoares/Zotero/storage/945WX37H/2503.html,,,Computer Science - Artificial Intelligence; Computer Science - Software Engineering,,,,,,,,,,,,,,,,,,,arXiv:2503.00481,,,,,,,,,,,,,,,,,,,,,,,,,,,
6QYMUI24,preprint,2025.0,"Yue, Murong",A Survey of Large Language Model Agents for Question Answering,,,,10.48550/arXiv.2503.19213,http://arxiv.org/abs/2503.19213,"This paper surveys the development of large language model (LLM)-based agents for question answering (QA). Traditional agents face significant limitations, including substantial data requirements and difficulty in generalizing to new environments. LLM-based agents address these challenges by leveraging LLMs as their core reasoning engine. These agents achieve superior QA results compared to traditional QA pipelines and naive LLM QA systems by enabling interaction with external environments. We systematically review the design of LLM agents in the context of QA tasks, organizing our discussion across key stages: planning, question understanding, information retrieval, and answer generation. Additionally, this paper identifies ongoing challenges and explores future research directions to enhance the performance of LLM agent QA systems.",2025-03-24,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:49,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2503.19213 [cs],,/Users/ksoares/Zotero/storage/MH3C9ABB/Yue - 2025 - A Survey of Large Language Model Agents for Question Answering.pdf; /Users/ksoares/Zotero/storage/GNQI3TXP/2503.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence; Computer Science - Human-Computer Interaction,,,,,,,,,,,,,,,,,,,arXiv:2503.19213,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBJYNJ2U,conferencePaper,2024.0,"Fan, Yihe; Cao, Yuxin; Zhao, Ziyu; Liu, Ziyao; Li, Shaofeng",Unbridled icarus: A survey of the potential perils of image inputs in multimodal large language model security,"2024 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,,,https://ieeexplore.ieee.org/abstract/document/10831129/,"Multimodal Large Language Models (MLLMs) demonstrate remarkable capabilities that increasingly influence various aspects of our daily lives, constantly defining the new boundary of Artificial General Intelligence (AGI). Image modalities, enriched with profound semantic information and a more continuous mathematical nature compared to other modalities, greatly enhance the functionalities of MLLMs when integrated. However, this integration serves as a double-edged sword, providing attackers with expansive vulnerabilities to exploit for highly covert and harmful attacks. The pursuit of reliable AI systems like powerful MLLMs has emerged as a pivotal area of contemporary research. In this paper, we endeavor to demostrate the multifaceted risks associated with the incorporation of image modalities into MLLMs. Initially, we delineate the foundational components and training processes of MLLMs. Subsequently, we construct a threat model, outlining the security vulnerabilities intrinsic to MLLMs. Moreover, we analyze and summarize existing scholarly discourses on MLLMs' attack and defense mechanisms, culminating in suggestions for the future research on MLLM security. Through this comprehensive analysis, we aim to deepen the academic understanding of MLLM security challenges and propel forward the development of trustworthy MLLM systems.",2024,2025-05-22 09:47:55,2025-05-26 13:54:41,2025-05-22 09:47:51,3428–3433,,,,,,Unbridled icarus,,,,,IEEE,,,,,,,Google Scholar,,,,/Users/ksoares/Zotero/storage/VYBQMBHZ/Fan et al. - 2024 - Unbridled icarus A survey of the potential perils of image inputs in multimodal large language mode.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWJ3DN2L,preprint,2025.0,"Chen, Chaoran; Yao, Bingsheng; Zou, Ruishi; Hua, Wenyue; Lyu, Weimin; Ye, Yanfang; Li, Toby Jia-Jun; Wang, Dakuo",Towards a Design Guideline for RPA Evaluation: A Survey of Large Language Model-Based Role-Playing Agents,,,,10.48550/arXiv.2502.13012,http://arxiv.org/abs/2502.13012,"Role-Playing Agent (RPA) is an increasingly popular type of LLM Agent that simulates human-like behaviors in a variety of tasks. However, evaluating RPAs is challenging due to diverse task requirements and agent designs. This paper proposes an evidence-based, actionable, and generalizable evaluation design guideline for LLM-based RPA by systematically reviewing 1,676 papers published between Jan. 2021 and Dec. 2024. Our analysis identifies six agent attributes, seven task attributes, and seven evaluation metrics from existing literature. Based on these findings, we present an RPA evaluation design guideline to help researchers develop more systematic and consistent evaluation methods.",2025-03-27,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:53,,,,,,,Towards a Design Guideline for RPA Evaluation,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2502.13012 [cs],,/Users/ksoares/Zotero/storage/E6CEGJUL/Chen et al. - 2025 - Towards a Design Guideline for RPA Evaluation A Survey of Large Language Model-Based Role-Playing A.pdf; /Users/ksoares/Zotero/storage/PNFJJUC2/2502.html,,,Computer Science - Computation and Language; Computer Science - Human-Computer Interaction,,,,,,,,,,,,,,,,,,,arXiv:2502.13012,,,,,,,,,,,,,,,,,,,,,,,,,,,
VV77THWJ,journalArticle,2025.0,"Guo, Zhiqi; Tang, Fengxiao; Luo, Linfeng; Zhao, Ming; Kato, Nei",A Survey on Applications of Large Language Model-Driven Digital Twins for Intelligent Network Optimization,IEEE Communications Surveys & Tutorials,,,,https://ieeexplore.ieee.org/abstract/document/10994494/,"With the widespread application of digital twin (DT) technology in network optimization and intelligent management, its integration with large language models (LLMs) presents immense potential. LLMs excel in natural language processing, multimodal analysis, and real-time optimization, enabling innovative solutions for intelligent monitoring, resource allocation, and decision-making in complex network environments. This paper systematically reviews the development of DTs and LLMs, elaborates on their core principles and application scenarios, and examines the capabilities of LLM-driven DTs in key network optimization tasks, including traffic prediction, fault diagnosis, resource allocation, and multi-objective optimization. By leveraging real-time data from DTs, LLMs can dynamically generate optimization strategies, enabling precise monitoring and intelligent tuning. Furthermore, this paper explores the potential of integrating LLMs and DTs to address complex challenges such as data quality, latency sensitivity, and energy consumption demands, while summarizing existing technical bottlenecks. Finally, the paper proposes several potential research directions to address these challenges, offering a comprehensive perspective for advancing the efficiency and automation of next-generation intelligent networks.",2025,2025-05-22 09:47:55,2025-05-26 13:38:53,2025-05-22 09:47:55,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
