Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Score
3FQKAZF2,preprint,2025.0,"Zhang, Chaoyun; He, Shilin; Qian, Jiaxu; Li, Bowen; Li, Liqun; Qin, Si; Kang, Yu; Ma, Minghua; Liu, Guyue; Lin, Qingwei; Rajmohan, Saravan; Zhang, Dongmei; Zhang, Qi",Large Language Model-Brained GUI Agents: A Survey,,,,10.48550/arXiv.2411.18279,http://arxiv.org/abs/2411.18279,"GUIs have long been central to human-computer interaction, providing an intuitive and visually-driven way to access and interact with digital systems. The advent of LLMs, particularly multimodal models, has ushered in a new era of GUI automation. They have demonstrated exceptional capabilities in natural language understanding, code generation, and visual processing. This has paved the way for a new generation of LLM-brained GUI agents capable of interpreting complex GUI elements and autonomously executing actions based on natural language instructions. These agents represent a paradigm shift, enabling users to perform intricate, multi-step tasks through simple conversational commands. Their applications span across web navigation, mobile app interactions, and desktop automation, offering a transformative user experience that revolutionizes how individuals interact with software. This emerging field is rapidly advancing, with significant progress in both research and industry. To provide a structured understanding of this trend, this paper presents a comprehensive survey of LLM-brained GUI agents, exploring their historical evolution, core components, and advanced techniques. We address research questions such as existing GUI agent frameworks, the collection and utilization of data for training specialized GUI agents, the development of large action models tailored for GUI tasks, and the evaluation metrics and benchmarks necessary to assess their effectiveness. Additionally, we examine emerging applications powered by these agents. Through a detailed analysis, this survey identifies key research gaps and outlines a roadmap for future advancements in the field. By consolidating foundational knowledge and state-of-the-art developments, this work aims to guide both researchers and practitioners in overcoming challenges and unlocking the full potential of LLM-brained GUI agents.",2025-05-06,2025-05-22 09:46:57,2025-05-22 09:46:57,2025-05-22 09:46:45,,,,,,,Large Language Model-Brained GUI Agents,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2411.18279 [cs],,/Users/ksoares/Zotero/storage/2DML8XI8/Zhang et al. - 2025 - Large Language Model-Brained GUI Agents A Survey.pdf; /Users/ksoares/Zotero/storage/5BTN52ZH/2411.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence; Computer Science - Human-Computer Interaction,,,,,,,,,,,,,,,,,,,arXiv:2411.18279,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XNRKDN8K,preprint,2024.0,"Xia, Heming; Yang, Zhe; Dong, Qingxiu; Wang, Peiyi; Li, Yongqi; Ge, Tao; Liu, Tianyu; Li, Wenjie; Sui, Zhifang",Unlocking Efficiency in Large Language Model Inference: A Comprehensive Survey of Speculative Decoding,,,,10.48550/arXiv.2401.07851,http://arxiv.org/abs/2401.07851,"To mitigate the high inference latency stemming from autoregressive decoding in Large Language Models (LLMs), Speculative Decoding has emerged as a novel decoding paradigm for LLM inference. In each decoding step, this method first drafts several future tokens efficiently and then verifies them in parallel. Unlike autoregressive decoding, Speculative Decoding facilitates the simultaneous decoding of multiple tokens per step, thereby accelerating inference. This paper presents a comprehensive overview and analysis of this promising decoding paradigm. We begin by providing a formal definition and formulation of Speculative Decoding. Then, we organize in-depth discussions on its key facets, such as drafter selection and verification strategies. Furthermore, we present a comparative analysis of leading methods under third-party testing environments. We aim for this work to serve as a catalyst for further research on Speculative Decoding, ultimately contributing to more efficient LLM inference.",2024-06-04,2025-05-22 09:46:57,2025-05-22 09:46:57,2025-05-22 09:46:51,,,,,,,Unlocking Efficiency in Large Language Model Inference,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2401.07851 [cs],,/Users/ksoares/Zotero/storage/T5QH29JM/Xia et al. - 2024 - Unlocking Efficiency in Large Language Model Inference A Comprehensive Survey of Speculative Decodi.pdf; /Users/ksoares/Zotero/storage/YWN6BSMF/2401.html,,,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2401.07851,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3X4SIQUT,preprint,2024.0,"Ye, Jiexia; Zhang, Weiqi; Yi, Ke; Yu, Yongzi; Li, Ziyue; Li, Jia; Tsung, Fugee",A Survey of Time Series Foundation Models: Generalizing Time Series Representation with Large Language Model,,,,10.48550/arXiv.2405.02358,http://arxiv.org/abs/2405.02358,"Time series data are ubiquitous across various domains, making time series analysis critically important. Traditional time series models are task-specific, featuring singular functionality and limited generalization capacity. Recently, large language foundation models have unveiled their remarkable capabilities for cross-task transferability, zero-shot/few-shot learning, and decision-making explainability. This success has sparked interest in the exploration of foundation models to solve multiple time series challenges simultaneously. There are two main research lines, namely pre-training foundation models from scratch for time series and adapting large language foundation models for time series. They both contribute to the development of a unified model that is highly generalizable, versatile, and comprehensible for time series analysis. This survey offers a 3E analytical framework for comprehensive examination of related research. Specifically, we examine existing works from three dimensions, namely Effectiveness, Efficiency and Explainability. In each dimension, we focus on discussing how related works devise tailored solution by considering unique challenges in the realm of time series. Furthermore, we provide a domain taxonomy to help followers keep up with the domain-specific advancements. In addition, we introduce extensive resources to facilitate the field's development, including datasets, open-source, time series libraries. A GitHub repository is also maintained for resource updates (https://github.com/start2020/Awesome-TimeSeries-LLM-FM).",2024-05-07,2025-05-22 09:46:57,2025-05-22 09:46:57,2025-05-22 09:46:53,,,,,,,A Survey of Time Series Foundation Models,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2405.02358 [cs],,/Users/ksoares/Zotero/storage/T3ERKBMM/Ye et al. - 2024 - A Survey of Time Series Foundation Models Generalizing Time Series Representation with Large Langua.pdf; /Users/ksoares/Zotero/storage/YQS87XLW/2405.html,,,Computer Science - Artificial Intelligence; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:2405.02358,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NKHQGCW8,journalArticle,2025.0,"Lu, Weizheng; Zhang, Jing; Fan, Ju; Fu, Zihao; Chen, Yueguo; Du, Xiaoyong",Large language model for table processing: a survey,Frontiers of Computer Science,,"2095-2228, 2095-2236",10.1007/s11704-024-40763-6,https://link.springer.com/10.1007/s11704-024-40763-6,"Abstract             Tables, typically two-dimensional and structured to store large amounts of data, are essential in daily activities like database queries, spreadsheet manipulations, Web table question answering, and image table information extraction. Automating these table-centric tasks with Large Language Models (LLMs) or Visual Language Models (VLMs) offers significant public benefits, garnering interest from academia and industry. This survey provides a comprehensive overview of table-related tasks, examining both user scenarios and technical aspects. It covers traditional tasks like table question answering as well as emerging fields such as spreadsheet manipulation and table data analysis. We summarize the training techniques for LLMs and VLMs tailored for table processing. Additionally, we discuss prompt engineering, particularly the use of LLM-powered agents, for various table-related tasks. Finally, we highlight several challenges, including diverse user input when serving and slow thinking using chain-of-thought.",2025-02,2025-05-22 09:46:57,2025-05-22 09:46:57,2025-05-22 09:46:57,192350,,2.0,19.0,,Front. Comput. Sci.,Large language model for table processing,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/ksoares/Zotero/storage/NTKDS33F/Lu et al. - 2025 - Large language model for table processing a survey.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7LLFJWHN,preprint,2025.0,"Luo, Junyu; Zhang, Weizhi; Yuan, Ye; Zhao, Yusheng; Yang, Junwei; Gu, Yiyang; Wu, Bohan; Chen, Binqi; Qiao, Ziyue; Long, Qingqing; Tu, Rongcheng; Luo, Xiao; Ju, Wei; Xiao, Zhiping; Wang, Yifan; Xiao, Meng; Liu, Chenwu; Yuan, Jingyang; Zhang, Shichang; Jin, Yiqiao; Zhang, Fan; Wu, Xian; Zhao, Hanqing; Tao, Dacheng; Yu, Philip S.; Zhang, Ming","Large Language Model Agent: A Survey on Methodology, Applications and Challenges",,,,10.48550/arXiv.2503.21460,http://arxiv.org/abs/2503.21460,"The era of intelligent agents is upon us, driven by revolutionary advancements in large language models. Large Language Model (LLM) agents, with goal-driven behaviors and dynamic adaptation capabilities, potentially represent a critical pathway toward artificial general intelligence. This survey systematically deconstructs LLM agent systems through a methodology-centered taxonomy, linking architectural foundations, collaboration mechanisms, and evolutionary pathways. We unify fragmented research threads by revealing fundamental connections between agent design principles and their emergent behaviors in complex environments. Our work provides a unified architectural perspective, examining how agents are constructed, how they collaborate, and how they evolve over time, while also addressing evaluation methodologies, tool applications, practical challenges, and diverse application domains. By surveying the latest developments in this rapidly evolving field, we offer researchers a structured taxonomy for understanding LLM agents and identify promising directions for future research. The collection is available at https://github.com/luo-junyu/Awesome-Agent-Papers.",2025-03-27,2025-05-22 09:46:57,2025-05-22 09:46:57,2025-05-22 09:46:57,,,,,,,Large Language Model Agent,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2503.21460 [cs],,"/Users/ksoares/Zotero/storage/XXU8KSZ4/Luo et al. - 2025 - Large Language Model Agent A Survey on Methodology, Applications and Challenges.pdf; /Users/ksoares/Zotero/storage/MY6CX7XV/2503.html",,,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2503.21460,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
U7S2ZSW6,preprint,2025.0,"Liu, Qidong; Zhao, Xiangyu; Wang, Yuhao; Wang, Yejing; Zhang, Zijian; Sun, Yuqi; Li, Xiang; Wang, Maolin; Jia, Pengyue; Chen, Chong; Huang, Wei; Tian, Feng",Large Language Model Enhanced Recommender Systems: A Survey,,,,10.48550/arXiv.2412.13432,http://arxiv.org/abs/2412.13432,"Large Language Model (LLM) has transformative potential in various domains, including recommender systems (RS). There have been a handful of research that focuses on empowering the RS by LLM. However, previous efforts mainly focus on LLM as RS, which may face the challenge of intolerant inference costs by LLM. Recently, the integration of LLM into RS, known as LLM-Enhanced Recommender Systems (LLMERS), has garnered significant interest due to its potential to address latency and memory constraints in real-world applications. This paper presents a comprehensive survey of the latest research efforts aimed at leveraging LLM to enhance RS capabilities. We identify a critical shift in the field with the move towards incorporating LLM into the online system, notably by avoiding their use during inference. Our survey categorizes the existing LLMERS approaches into three primary types based on the component of the RS model being augmented: Knowledge Enhancement, Interaction Enhancement, and Model Enhancement. We provide an in-depth analysis of each category, discussing the methodologies, challenges, and contributions of recent studies. Furthermore, we highlight several promising research directions that could further advance the field of LLMERS.",2025-03-10,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:15,,,,,,,Large Language Model Enhanced Recommender Systems,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2412.13432 [cs],,/Users/ksoares/Zotero/storage/7IMBM6LC/Liu et al. - 2025 - Large Language Model Enhanced Recommender Systems A Survey.pdf; /Users/ksoares/Zotero/storage/HRJG48UD/2412.html,,,Computer Science - Artificial Intelligence; Computer Science - Information Retrieval,,,,,,,,,,,,,,,,,,,arXiv:2412.13432,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NB2RXVIA,preprint,2024.0,"Jiang, Xuhui; Tian, Yuxing; Hua, Fengrui; Xu, Chengjin; Wang, Yuanzhuo; Guo, Jian",A Survey on Large Language Model Hallucination via a Creativity Perspective,,,,10.48550/arXiv.2402.06647,http://arxiv.org/abs/2402.06647,"Hallucinations in large language models (LLMs) are always seen as limitations. However, could they also be a source of creativity? This survey explores this possibility, suggesting that hallucinations may contribute to LLM application by fostering creativity. This survey begins with a review of the taxonomy of hallucinations and their negative impact on LLM reliability in critical applications. Then, through historical examples and recent relevant theories, the survey explores the potential creative benefits of hallucinations in LLMs. To elucidate the value and evaluation criteria of this connection, we delve into the definitions and assessment methods of creativity. Following the framework of divergent and convergent thinking phases, the survey systematically reviews the literature on transforming and harnessing hallucinations for creativity in LLMs. Finally, the survey discusses future research directions, emphasizing the need to further explore and refine the application of hallucinations in creative processes within LLMs.",2024-02-02,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:21,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2402.06647 [cs],,/Users/ksoares/Zotero/storage/USKB4WMB/Jiang et al. - 2024 - A Survey on Large Language Model Hallucination via a Creativity Perspective.pdf; /Users/ksoares/Zotero/storage/FDVPU338/2402.html,,,Computer Science - Artificial Intelligence; Computer Science - Human-Computer Interaction,,,,,,,,,,,,,,,,,,,arXiv:2402.06647,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
V3IZ6BN2,journalArticle,2024.0,"Shao, Minghao; Basit, Abdul; Karri, Ramesh; Shafique, Muhammad","Survey of different large language model architectures: Trends, benchmarks, and challenges",IEEE Access,,,,https://ieeexplore.ieee.org/abstract/document/10720163/,"Large Language Models (LLMs) represent a class of deep learning models adept at understanding natural language and generating coherent responses to various prompts or queries. These models far exceed the complexity of conventional neural networks, often encompassing dozens of neural network layers and containing billions to trillions of parameters. They are typically trained on vast datasets, utilizing architectures based on transformer blocks. Present-day LLMs are multi-functional, capable of performing a range of tasks from text generation and language translation to question answering, as well as code generation and analysis. An advanced subset of these models, known as Multimodal Large Language Models (MLLMs), extends LLM capabilities to process and interpret multiple data modalities, including images, audio, and video. This enhancement empowers MLLMs with capabilities like video editing, image comprehension, and captioning for visual content. This survey provides a comprehensive overview of the recent advancements in LLMs. We begin by tracing the evolution of LLMs and subsequently delve into the advent and nuances of MLLMs. We analyze emerging state-of-the-art MLLMs, exploring their technical features, strengths, and limitations. Additionally, we present a comparative analysis of these models and discuss their challenges, potential limitations, and prospects for future development.",2024,2025-05-22 09:47:55,2025-05-26 13:52:15,2025-05-22 09:47:21,,,,,,,Survey of different large language model architectures,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XLIQ9XD6,journalArticle,2025.0,"Zhu, Xi; Wang, Yu; Gao, Hang; Xu, Wujiang; Wang, Chen; Liu, Zhiwei; Wang, Kun; Jin, Mingyu; Pang, Linsey; Weng, Qingsong",Recommender systems meet large language model agents: A survey,Foundations and Trends® in Privacy and Security,,,10.1561/3300000050,https://www.nowpublishers.com/article/Details/SEC-050,"In recent years, the integration of Large Language Models (LLMs) and Recommender Systems (RS) has revolutionized the way personalized and intelligent user experiences are delivered. This survey provides an extensive review of critical challenges, current landscape, and future directions in the collaboration between LLM-based AI agents (LLM Agent) and recommender systems. We begin with an introduction to the foundational knowledge, exploring the components of LLM agents and the applications of LLMs in recommender systems. The survey then delves into the symbiotic relationship between LLM agents and recommender systems, illustrating how LLM agents enhance recommender systems and how recommender systems support better LLM agents. Specifically, we discuss the overall architectures for designing LLM agents for recommendation, encompassing profile, memory, planning, and action components, along with multi-agent collaboration. Conversely, we investigate how recommender systems contribute to LLM agents, focusing on areas such as memory recommendation, plan recommendation, tool recommendation, agent recommendation, and personalized LLMs and LLM agents. Furthermore, a critical evaluation of trustworthy AI agents and recommender systems follows, addressing key issues of safety, explainability, fairness, and privacy. Finally, we propose potential future research directions, highlighting emerging trends and opportunities in the intersection of AI agents and recommender systems. This survey concludes by summarizing the key insights of current research and outlining promising avenues for future exploration in this rapidly evolving field. A curated collection of relevant papers for this survey is available in the GitHub repository: https://github.com/agiresearch/AgentRecSys.",2025,2025-05-22 09:47:55,2025-05-26 13:51:39,2025-05-22 09:47:23,247–396,,4.0,7.0,,,Recommender systems meet large language model agents,,,,,,,,,,,,Google Scholar,,"Publisher: Now Publishers, Inc.",,/Users/ksoares/Zotero/storage/M2QLEW4R/Zhu et al. - 2025 - Recommender systems meet large language model agents A survey.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
VNSYESAE,journalArticle,2025.0,"Geren, Caleb; Board, Amanda; Dagher, Gaby G.; Andersen, Tim; Zhuang, Jun",Blockchain for Large Language Model Security and Safety: A Holistic Survey,ACM SIGKDD Explorations Newsletter,,"1931-0145, 1931-0153",10.1145/3715073.3715075,https://dl.acm.org/doi/10.1145/3715073.3715075,"With the growing development and deployment of large language models (LLMs) in both industrial and academic fields, their security and safety concerns have become increasingly critical. However, recent studies indicate that LLMs face numerous vulnerabilities, including data poisoning, prompt injections, and unauthorized data exposure, which conventional methods have struggled to address fully. In parallel, blockchain technology, known for its data immutability and decentralized structure, offers a promising foundation for safeguarding LLMs. In this survey, we aim to comprehensively assess how to leverage blockchain technology to enhance LLMs' security and safety. Besides, we propose a new taxonomy of blockchain for large language models (BC4LLMs) to systematically categorize related works in this emerging field. Our analysis includes novel frameworks and definitions to delineate security and safety in the context of BC4LLMs, highlighting potential research directions and challenges at this intersection.Through this study, we aim to stimulate targeted advancements in blockchain-integrated LLM security.",2025-01-21,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:26,1-20,,2.0,26.0,,SIGKDD Explor. Newsl.,Blockchain for Large Language Model Security and Safety,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/ksoares/Zotero/storage/HT7PVPJZ/Geren et al. - 2025 - Blockchain for Large Language Model Security and Safety A Holistic Survey.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
JK7MWNVU,preprint,2024.0,"Ding, Han; Li, Yinheng; Wang, Junhao; Chen, Hang",Large Language Model Agent in Financial Trading: A Survey,,,,10.48550/arXiv.2408.06361,http://arxiv.org/abs/2408.06361,"Trading is a highly competitive task that requires a combination of strategy, knowledge, and psychological fortitude. With the recent success of large language models(LLMs), it is appealing to apply the emerging intelligence of LLM agents in this competitive arena and understanding if they can outperform professional traders. In this survey, we provide a comprehensive review of the current research on using LLMs as agents in financial trading. We summarize the common architecture used in the agent, the data inputs, and the performance of LLM trading agents in backtesting as well as the challenges presented in these research. This survey aims to provide insights into the current state of LLM-based financial trading agents and outline future research directions in this field.",2024-07-26,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:33,,,,,,,Large Language Model Agent in Financial Trading,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2408.06361 [q-fin],,/Users/ksoares/Zotero/storage/EQVXLRS6/Ding et al. - 2024 - Large Language Model Agent in Financial Trading A Survey.pdf; /Users/ksoares/Zotero/storage/DRKYSJ6T/2408.html,,,Computer Science - Computation and Language; Quantitative Finance - Trading and Market Microstructure,,,,,,,,,,,,,,,,,,,arXiv:2408.06361,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HDDTSN9S,preprint,2025.0,"Wang, Jiayimei; Ni, Tao; Lee, Wei-Bin; Zhao, Qingchuan",A Contemporary Survey of Large Language Model Assisted Program Analysis,,,,10.48550/arXiv.2502.18474,http://arxiv.org/abs/2502.18474,"The increasing complexity of software systems has driven significant advancements in program analysis, as traditional methods unable to meet the demands of modern software development. To address these limitations, deep learning techniques, particularly Large Language Models (LLMs), have gained attention due to their context-aware capabilities in code comprehension. Recognizing the potential of LLMs, researchers have extensively explored their application in program analysis since their introduction. Despite existing surveys on LLM applications in cybersecurity, comprehensive reviews specifically addressing their role in program analysis remain scarce. In this survey, we systematically review the application of LLMs in program analysis, categorizing the existing work into static analysis, dynamic analysis, and hybrid approaches. Moreover, by examining and synthesizing recent studies, we identify future directions and challenges in the field. This survey aims to demonstrate the potential of LLMs in advancing program analysis practices and offer actionable insights for security researchers seeking to enhance detection frameworks or develop domain-specific models.",2025-02-05,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:35,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2502.18474 [cs],,/Users/ksoares/Zotero/storage/EIV7AU8L/Wang et al. - 2025 - A Contemporary Survey of Large Language Model Assisted Program Analysis.pdf; /Users/ksoares/Zotero/storage/ZV94LRGR/2502.html,,,Computer Science - Artificial Intelligence; Computer Science - Software Engineering,,,,,,,,,,,,,,,,,,,arXiv:2502.18474,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
FC5PR2G5,journalArticle,2025.0,"Wang, Peng; Lu, Wenpeng; Lu, Chunlin; Zhou, Ruoxi; Li, Min; Qin, Libo","Large Language Model for Medical Images: A Survey of Taxonomy, Systematic Review, and Future Trends",Big Data Mining and Analytics,,,,https://ieeexplore.ieee.org/abstract/document/10856853/,"The advent of Large Language Models (LLMs) has sparked considerable interest in the medical image domain, as they can generalize to multiple tasks and offer outstanding performance. While LLMs achieve promising results, there is currently a lack of a comprehensive summary of medical images, making it challenging for researchers to understand the progress within this domain. To fill this gap, we make the first attempt to present a comprehensive survey for LLM on medical images. In addition, to better summarize the current progress comprehensively, we further introduce a novel x-stage tuning paradigm for summarization, including zero-stage tuning, one-stage tuning, and multi-stage tuning, offering a unified perspective on LLMs for medical images. Finally, we discuss challenges and future directions in this domain, aiming to spur more breakthroughs in the future. We hope this work can pave the way for the broad application of LLMs in medical images and provide a valuable resource for this domain.",2025,2025-05-22 09:47:55,2025-05-26 13:48:19,2025-05-22 09:47:35,496–517,,2.0,8.0,,,Large Language Model for Medical Images,,,,,,,,,,,,Google Scholar,,Publisher: TUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
JAGBNNI2,preprint,2024.0,"Shi, Dan; Shen, Tianhao; Huang, Yufei; Li, Zhigen; Leng, Yongqi; Jin, Renren; Liu, Chuang; Wu, Xinwei; Guo, Zishan; Yu, Linhao; Shi, Ling; Jiang, Bojian; Xiong, Deyi",Large Language Model Safety: A Holistic Survey,,,,10.48550/arXiv.2412.17686,http://arxiv.org/abs/2412.17686,"The rapid development and deployment of large language models (LLMs) have introduced a new frontier in artificial intelligence, marked by unprecedented capabilities in natural language understanding and generation. However, the increasing integration of these models into critical applications raises substantial safety concerns, necessitating a thorough examination of their potential risks and associated mitigation strategies. This survey provides a comprehensive overview of the current landscape of LLM safety, covering four major categories: value misalignment, robustness to adversarial attacks, misuse, and autonomous AI risks. In addition to the comprehensive review of the mitigation methodologies and evaluation resources on these four aspects, we further explore four topics related to LLM safety: the safety implications of LLM agents, the role of interpretability in enhancing LLM safety, the technology roadmaps proposed and abided by a list of AI companies and institutes for LLM safety, and AI governance aimed at LLM safety with discussions on international cooperation, policy proposals, and prospective regulatory directions. Our findings underscore the necessity for a proactive, multifaceted approach to LLM safety, emphasizing the integration of technical solutions, ethical considerations, and robust governance frameworks. This survey is intended to serve as a foundational resource for academy researchers, industry practitioners, and policymakers, offering insights into the challenges and opportunities associated with the safe integration of LLMs into society. Ultimately, it seeks to contribute to the safe and beneficial development of LLMs, aligning with the overarching goal of harnessing AI for societal advancement and well-being. A curated list of related papers has been publicly available at https://github.com/tjunlp-lab/Awesome-LLM-Safety-Papers.",2024-12-23,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:39,,,,,,,Large Language Model Safety,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2412.17686 [cs],,/Users/ksoares/Zotero/storage/CA8VZWDX/Shi et al. - 2024 - Large Language Model Safety A Holistic Survey.pdf; /Users/ksoares/Zotero/storage/GX3VYWRH/2412.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2412.17686,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
PUCW88YM,preprint,2025.0,"Dobslaw, Felix; Feldt, Robert; Yoon, Juyeon; Yoo, Shin",Challenges in Testing Large Language Model Based Software: A Faceted Taxonomy,,,,10.48550/arXiv.2503.00481,http://arxiv.org/abs/2503.00481,"Large Language Models (LLMs) and Multi-Agent LLMs (MALLMs) introduce non-determinism unlike traditional or machine learning software, requiring new approaches to verifying correctness beyond simple output comparisons or statistical accuracy over test datasets. This paper presents a taxonomy for LLM test case design, informed by both the research literature, our experience, and open-source tools that represent the state of practice. We identify key variation points that impact test correctness and highlight open challenges that the research, industry, and open-source communities must address as LLMs become integral to software systems. Our taxonomy defines four facets of LLM test case design, addressing ambiguity in both inputs and outputs while establishing best practices. It distinguishes variability in goals, the system under test, and inputs, and introduces two key oracle types: atomic and aggregated. Our mapping indicates that current tools insufficiently account for these variability points, highlighting the need for closer collaboration between academia and practitioners to improve the reliability and reproducibility of LLM testing.",2025-03-01,2025-05-22 09:47:55,2025-05-22 09:47:55,2025-05-22 09:47:45,,,,,,,Challenges in Testing Large Language Model Based Software,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2503.00481 [cs],,/Users/ksoares/Zotero/storage/JISQHF3J/Dobslaw et al. - 2025 - Challenges in Testing Large Language Model Based Software A Faceted Taxonomy.pdf; /Users/ksoares/Zotero/storage/945WX37H/2503.html,,,Computer Science - Artificial Intelligence; Computer Science - Software Engineering,,,,,,,,,,,,,,,,,,,arXiv:2503.00481,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
VV77THWJ,journalArticle,2025.0,"Guo, Zhiqi; Tang, Fengxiao; Luo, Linfeng; Zhao, Ming; Kato, Nei",A Survey on Applications of Large Language Model-Driven Digital Twins for Intelligent Network Optimization,IEEE Communications Surveys & Tutorials,,,,https://ieeexplore.ieee.org/abstract/document/10994494/,"With the widespread application of digital twin (DT) technology in network optimization and intelligent management, its integration with large language models (LLMs) presents immense potential. LLMs excel in natural language processing, multimodal analysis, and real-time optimization, enabling innovative solutions for intelligent monitoring, resource allocation, and decision-making in complex network environments. This paper systematically reviews the development of DTs and LLMs, elaborates on their core principles and application scenarios, and examines the capabilities of LLM-driven DTs in key network optimization tasks, including traffic prediction, fault diagnosis, resource allocation, and multi-objective optimization. By leveraging real-time data from DTs, LLMs can dynamically generate optimization strategies, enabling precise monitoring and intelligent tuning. Furthermore, this paper explores the potential of integrating LLMs and DTs to address complex challenges such as data quality, latency sensitivity, and energy consumption demands, while summarizing existing technical bottlenecks. Finally, the paper proposes several potential research directions to address these challenges, offering a comprehensive perspective for advancing the efficiency and automation of next-generation intelligent networks.",2025,2025-05-22 09:47:55,2025-05-26 13:38:53,2025-05-22 09:47:55,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
